"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Lgals3",506.024797198276,4.83788164331942,0.316517040562318,8.13462186738524e-55,4.90382121572207e-52
"Dlgap5",27.0011356611872,2.75151355104167,0.515682220523358,2.23934838213491e-09,2.21183044734625e-08
"ccdc198",74.7831688257079,1.71072291020754,0.333149833768824,2.69959076049834e-08,2.2171707040696e-07
"Trdc",27.6999472075878,6.13485783790559,0.796501712130922,1.16016798145604e-17,3.58048429089292e-16
"Slc7a8",150.242568127909,1.97488098527086,0.20921502964097,2.32735270440998e-22,1.24896657742595e-20
"Gzmc",3.56083375925546,2.80406653748172,1.15951566717044,0.000138658147115534,0.000572780399859397
"Ska3",13.4904396588293,2.43149951482094,0.53952934027225,1.85264594529078e-07,1.33913277060686e-06
"Shisa2",29.3937415690253,2.34444009611413,0.447186304828245,5.04341785513509e-09,4.69671534037683e-08
"Arl11",18.7425963537269,2.58325135246887,0.390498993261399,9.22166347439126e-13,1.49038234078969e-11
"Pbk",36.4858477740958,3.87548901023006,0.552537456578713,6.00627483056754e-14,1.14581730285669e-12
"Esco2",55.0219068390208,1.95375736814553,0.43072905531145,3.14868864851461e-07,2.19184119354837e-06
"Scara3",572.840537956812,2.23028845882643,0.220326019032445,1.48937946196163e-25,1.08610595038614e-23
"Cdca2",38.2957073679474,3.22362418618563,0.414139299122188,2.09117804259002e-16,5.51296718662398e-15
"Stc1",4.73223282072767,3.25403913294536,0.775383507187826,4.5285509768297e-07,3.05628595912201e-06
"Loxl2",292.181896292401,2.26952879537816,0.231985007772963,4.23804813977426e-24,2.68930177571289e-22
"Tnfrsf10b",90.0018539339104,3.63372032559512,0.362783694043325,5.13215254389941e-25,3.51571889228867e-23
"Pdlim2",70.9714945786222,1.75650184170662,0.264906292695173,3.52201504302085e-12,5.26410264901092e-11
"Hr",106.236019401868,2.24934409723234,0.274886848287687,9.43496830498851e-18,2.96750263992552e-16
"Serp2",2.50088741786696,1.51577689835041,0.885350803598629,0.0027360124866775,0.00814632627948018
"Pcdh17",43.7714052158223,1.91605845206639,0.308703685310276,3.84893417791972e-11,5.00776795738691e-10
"Diaph3",16.105832834843,4.26078741060101,0.731251090536977,7.7550818155265e-11,9.59306803240744e-10
"Ednrb",731.077911139262,1.6827057038933,0.173632484023153,4.49962646088081e-23,2.58335696968348e-21
"Gpc6",87.7750069054336,2.04675841738931,0.215990902671049,1.36018044275522e-22,7.49965344732565e-21
"Gm19845",3.25688381987452,2.36660442079012,0.956697951945218,0.000195207906357509,0.000777785541370961
"Abcc4",345.928257302929,3.3758243849449,0.259547428782571,4.80342283082992e-40,9.54614306544605e-38
"Gpr183",14.5013986932786,1.84928701562508,0.428899081355819,9.86660856007932e-07,6.25657839442617e-06
"Itgbl1",34.5161529946528,2.10730888728008,0.40696648805853,1.02616544326882e-08,9.00446484304541e-08
"Oxct1",145.321084160593,1.64519189152018,0.280762075679144,5.66071942991925e-10,6.14121840972343e-09
"Ptger4",26.4855511634454,2.63776420832695,0.404346131349999,1.67227937752161e-12,2.64363396350336e-11
"5430437J10Rik",2.99179058742696,2.53556320164041,1.07581622521829,0.000211222410342617,0.00083459849050606
"Osmr",147.137089346434,1.88237163142368,0.19820192728939,1.72173509019082e-22,9.35062435618647e-21
"Capsl",13.9224537873304,2.16820875548684,0.566122433028014,4.24161460822763e-06,2.37344059993183e-05
"Il7r",19.9000649845044,2.12213336649747,0.421695530670314,2.14071639879121e-08,1.78574059373335e-07
"Adamts12",26.0124052276082,2.82326946906859,0.721397724214482,1.7348621289272e-06,1.05073615544703e-05
"Acot10",38.5667765880816,1.83989055770079,0.254419141461598,4.20061212488095e-14,8.27538891922353e-13
"Basp1",67.3749894771345,2.86287571711435,0.228968933797359,1.89829647198651e-37,3.30102804768039e-35
"Otulinl",104.022861003567,1.97106960818998,0.203682206397767,2.36290794291486e-23,1.38295113746328e-21
"Snhg18",94.4787994181462,2.28058306652675,0.207388419992202,1.21828141639077e-29,1.327266229845e-27
"Sema5a",124.706707349659,1.70684453737126,0.226064964567482,5.35847295755913e-15,1.19491964781081e-13
"Snx31",2.09808462877832,1.89844929064358,1.20040654944613,0.00197210027966548,0.00609040873595461
"Grhl2",33.1269086936864,2.01848890175837,0.343891050709204,2.44711607166712e-10,2.83148395112603e-09
"Cthrc1",3.15436188956916,3.01985455365038,1.13413163070659,6.5093654996809e-05,0.00029024130932379
"AU022793",2.10677033001988,3.5486001668176,1.27165117749502,2.7509413084736e-05,0.000131825049188514
"Sybu",33.7509800281878,3.95487014635069,0.378710515933806,5.43218662433908e-27,4.76898519908603e-25
"2310069G16Rik",1.6806873520795,2.49888723472461,1.38361464054283,0.000597534819138783,0.00210405319394955
"A930017M01Rik",1.18555625932492,2.09330293318747,1.38347556282384,0.00159628102326621,0.00504610073514584
"Dscc1",4.15531264439066,3.009880354061,1.03180021310357,3.58337155806572e-05,0.000168019897919675
"Fam83a",161.796704369197,4.63128466896734,0.315702832386976,1.3167881526566e-50,6.43624695697151e-48
"Gm19510",4.67167548154593,3.22511520315926,1.30642123421386,7.75017496627867e-05,0.000339539520991157
"A1bg",7.3976765724112,3.29276874608727,0.688403584453545,3.38456563866555e-08,2.73624808114736e-07
"Myc",389.946044760722,1.97472855453659,0.555063212542771,1.4159859308014e-05,7.16912249679263e-05
"Pvt1",54.2501774037271,1.8203289056293,0.251023199313469,3.81187952236471e-14,7.55069454128869e-13
"Sla",77.1261761267075,1.52476599794395,0.225888935047128,2.42548898250251e-12,3.73636867534565e-11
"Ccn4",58.9904668234326,2.38730393236045,0.281602171512597,6.35781939528855e-19,2.35135304220437e-17
"Col22a1",1.16180101533735,2.05023639339947,1.38000782108669,0.00176421519983738,0.00550385231827825
"Arc",13.6513545669,1.51729773265716,0.882836929405003,0.00269533098857003,0.00804599804458274
"Lynx1",93.9117987891083,1.78979137908797,0.272889350357445,5.27704955975458e-12,7.6716592675371e-11
"Ly6d",1099.65483371509,5.22938359285484,0.46756099544503,1.73145393045949e-31,2.11576650894324e-29
"Ly6k",7.51115303483462,4.00622881112775,1.11565128957449,2.07427371660362e-06,1.23439421404332e-05
"Ly6c1",47.9250153938621,2.84220439336036,0.331763939610283,2.64162734503615e-19,1.02739420505331e-17
"Ly6c2",40.1376122339378,2.16797841575813,0.300130686544331,2.0551117353947e-14,4.22348815166059e-13
"Rhpn1",2.48944154837033,1.73210902125311,1.10952587769121,0.0026118906962649,0.00783350634194871
"Scx",14.6826860196859,1.51675993153412,0.386991530672909,6.65218495230547e-06,3.60517725089734e-05
"Foxred2",22.7853920627719,1.92044595338829,0.431738344523642,4.91349642396706e-07,3.2923520869746e-06
"Csf2rb2",94.4964072410206,1.66851118402361,0.226948062442741,2.60625412225322e-14,5.29002309774967e-13
"Kctd17",166.284839404979,1.84539461123097,0.182519741647234,4.3882262461881e-25,3.0641340410159e-23
"C1qtnf6",108.588937912081,2.44011553384643,0.227437405120847,1.88260641703085e-28,1.85037701369581e-26
"Cyth4",207.429533650213,1.91822901901786,0.20236567620923,1.85809253830392e-22,1.00609591482714e-20
"Elfn2",4.10378508515726,3.07594043056697,1.05834704642401,3.45992393742462e-05,0.000162949803146678
"Pdxp",22.3505827996101,1.97545226606343,0.383747705504469,1.54093829816546e-08,1.31950137889784e-07
"Lgals1",1140.82935638821,2.00004163194585,0.179078226790545,3.34541415238375e-30,3.80514559407925e-28
"Kdelr3",28.2561712840892,3.26723387966832,0.370289571660336,3.66113129548139e-20,1.55062200184499e-18
"Cbx6",466.176134528442,1.63747476069548,0.204499080441478,1.72199326514161e-16,4.58648721650752e-15
"Apobec3",120.490919978302,1.75111532096303,0.188465401068325,1.73786286340424e-21,8.44872308727571e-20
"Pdgfb",94.9853989015029,2.30382267935676,0.21373028531489,1.2825541688958e-28,1.2744501178286e-26
"Pmm1",114.815514461088,2.04038692626544,0.24648684025174,6.64524324758763e-18,2.14605757379683e-16
"Cenpm",48.1773109756452,2.69728731081356,0.393047733043233,1.61945423172931e-13,2.9055386687326e-12
"A4galt",19.3648428849089,1.92209473563992,0.390146550656729,5.2513073392723e-08,4.12016890371972e-07
"Scube1",183.347952039979,4.2644201862897,0.343079045867835,4.50979670303092e-37,7.5518216087328e-35
"Parvb",155.059038193427,1.53265075554397,0.184906497757931,2.08052328925354e-17,6.26060959836112e-16
"Parvg",45.49324094535,2.1655883345235,0.270382961812402,4.62051648015814e-17,1.32427956487575e-15
"Gtse1",80.5504634002076,1.73814266427193,0.320334691694421,5.56713136861315e-09,5.1684584600292e-08
"Cerk",175.097781445053,1.51907197891194,0.193457443977796,7.41422557595486e-16,1.85715054766127e-14
"Adm2",1.83803343246952,4.70610614252529,1.16283271269788,1.90679665883272e-07,1.37607412509935e-06
"Miox",3.21013719634835,2.97505372935687,0.971270739307209,2.52092350428445e-05,0.000121608166377659
"Zfp641",14.1614273732071,1.74773530740706,0.402340101181811,1.00098698205064e-06,6.33631416534332e-06
"Cacnb3",60.9945228071946,2.67689437354597,0.268179064758983,4.33115229917317e-25,3.0360034624243e-23
"Fkbp11",552.619712937265,2.43827024235585,0.213775995572952,9.8180730397418e-32,1.2078901423383e-29
"Troap",14.7517382569576,2.11873582516252,0.543100259103636,3.45100341317202e-06,1.96695230782275e-05
"Racgap1",71.2472585374438,3.02600511928042,0.401904307455567,1.34704215233828e-15,3.26558409182813e-14
"Galnt6",37.4692121860558,1.52550606003525,0.247960173542169,1.15618310006116e-10,1.39676495421551e-09
"Scn8a",60.0780067226522,4.33019324410497,0.327425503333753,1.43952494550908e-41,3.136603450546e-39
"Krt80",6.64777028047854,2.08285611045053,0.769339348270612,0.000149955150675488,0.000615789940955087
"Krt18",6740.1574383035,1.66284653827485,0.23390300672983,1.55682284193643e-13,2.79872177896823e-12
"Espl1",27.1739294603059,3.42709677394331,0.448618817436987,6.89335393433038e-16,1.73388464398282e-14
"Nckap1l",219.302095341146,2.15973777548373,0.207166337760347,7.43957115880101e-27,6.4375427945893e-25
"1700037C18Rik",13.0473304963118,1.67674926057495,0.413037912024319,3.41636913262161e-06,1.95151723826475e-05
"Rmi2",7.81325537185862,1.9484742667597,0.564137849453352,2.05772662062957e-05,0.000100687191380102
"Abcc1",94.1765735398244,1.65872104036657,0.18687563844106,9.9258280588409e-20,4.07974091918495e-18
