"","logFC","logCPM","LR","PValue","FDR"
"Ccl2",3.51773453845107,0.374611964713571,46.8146045620851,7.80297408476642e-12,7.01075132513557e-11
"Cfap70",3.51709035340664,-2.37794915188434,45.9258507769299,1.22814580008438e-11,1.07726169585563e-10
"Rnf208",3.51174985119055,-1.27113604993456,44.6983532787213,2.29850548904362e-11,1.96028491543328e-10
"Col1a2",3.51132600679029,5.55908617589015,133.1908055018,8.2126886797976e-31,4.03107434687523e-29
"Col6a3",3.50804863383708,5.42134146724551,238.700155898624,7.55322984875269e-54,2.19527411795153e-51
"Trim69",3.50634964775168,-2.44928731952782,28.135905754199,1.13088216989097e-07,6.37032427886972e-07
"Mycbpap",3.50449401176796,-1.09348723668285,56.7324851974277,4.99318423109513e-14,5.59855641550662e-13
"Ighv1-20",3.50122896593774,-3.64330822340101,6.09643235950977,0.0135455080760969,0.0344253937320102
"Lgsn",3.5001723796658,-3.81062211691635,7.72581796470431,0.00544366919636817,0.0150777803943094
"Gm12248",3.49978022177361,-3.53212225326607,6.81397080752226,0.00904474163956325,0.0239419087178247
"Etv4",3.49661669092992,-0.468297485240591,48.4812495747205,3.33462015093184e-12,3.10052550122768e-11
"Tnfrsf13b",3.49610848596445,-2.72461920457075,12.8209458432233,0.000342760404136272,0.00118984089937174
"Kcnma1",3.48873038183293,0.785343792411619,74.2635907685062,6.8352617422924e-18,1.11199821061558e-16
"Fgf13",3.48710813238325,-2.49329064146741,14.1703921304312,0.000166977434449339,0.000612132269968968
"Smok4a",3.48570845930055,-3.48200466536345,7.85656570329496,0.00506364828154457,0.0141128531514614
"Gpr50",3.48299490029344,-3.81085728898475,8.53546074202843,0.0034829315224246,0.0100337442577745
"Mexis",3.4820189764827,-1.90793209152095,36.3173608938071,1.67663666196299e-09,1.16397102885122e-08
"Gm5073",3.47979770953198,-3.49425235140237,8.06474824589409,0.00451347460997158,0.0127234140950452
"Cnksr1",3.47972915053429,0.135987955759167,75.9038496722539,2.97818875968439e-18,5.03508553246772e-17
"Snorc",3.47801699636077,-3.25982269834811,8.44820381741988,0.00365404148733217,0.0104846468278227
"Fam71e2",3.47785230679502,-3.73208904718199,5.46232729644648,0.0194307501837501,0.0473986434367281
"Map3k9",3.47707902151288,-0.39504604602919,171.46153070303,3.54781858753449e-39,3.31304777630883e-37
"Nanos3",3.476612053504,-3.3288195581685,7.19083605927162,0.00732768307785584,0.0197958410626524
"G630071F17Rik",3.47618074290739,-3.70529525959127,7.69109965121547,0.00554938051470775,0.0153524947351813
"Lum",3.47567400947566,4.94400097903884,211.765128350298,5.65942517009885e-48,1.13482442538719e-45
"D030025P21Rik",3.4747559268857,-3.49668401067684,7.86385390012498,0.00504327830489983,0.014068206611975
"Fbn1",3.47468761920574,3.35950828056867,199.035735596167,3.3904586763648e-45,5.4472667441943e-43
"C130080G10Rik",3.47444561056622,-2.12910884974557,9.25008123647783,0.00235484978724199,0.007014382709188
"St8sia6",3.47351908098977,-2.63770796426455,19.7037774926229,9.04224492031555e-06,4.02505161510588e-05
"Siglecf",3.47319925108883,-2.17146481516352,53.1097875303512,3.15416888836372e-13,3.25055325240256e-12
"Ttll9",3.47113356965305,-3.53763866592075,6.16969741249059,0.0129956834671702,0.033150900066126
"Trim38",3.46973970856316,-3.61881370831257,8.08858348100058,0.00445449647103724,0.0125804629562529
"Otx1",3.46958337344442,-3.79790047327173,9.34262915923689,0.00223884098772376,0.00669891264655299
"Megf10",3.46780603871686,-3.32356889304767,6.86900898987393,0.00877032734142187,0.0232822308436535
"Nxf2",3.46775968532746,-3.50210423062181,5.85548109404024,0.0155286126322198,0.038892198194968
"Cnr1",3.46746457523125,-2.69549928600729,14.1432683208911,0.000169402173261578,0.000620142374151888
"Greb1l",3.46641797422066,0.360920292942034,114.880821647644,8.35721130658828e-27,2.91735472155896e-25
"Ninj2",3.46385862547213,-3.66748909880811,7.61955082506677,0.00577388674415634,0.0159225083593915
"Wnt7b",3.46287290472662,-1.09118745079341,35.9050122751977,2.07175070997891e-09,1.42526530891023e-08
"Wfdc18",3.46241398846009,-1.8984441246801,21.6510078645805,3.27038127915788e-06,1.53557728349931e-05
"Ighv4-1",3.46123396571741,-3.40857078710427,7.02751394024209,0.00802667073328408,0.0214911387907939
"Vwa5b1",3.46029055920352,-3.811493763563,7.06298732130143,0.00786926688617597,0.0211024597288735
"Gm3716",3.45944332252321,-3.32394477920463,7.43444727415463,0.00639870137730137,0.01747046744001
"Kctd14",3.45905211535853,-0.439169596695508,30.5687856337769,3.22236583004944e-08,1.93394285210879e-07
"Fat2",3.45874958424112,-3.75907677555527,7.75980890398687,0.0053421612367742,0.0148220191688982
"Gm7073",3.45824215101867,-3.81182179812792,8.70023217384904,0.0031816952237956,0.00923276984001803
"Snord123",3.45543474437088,-3.45985214453901,8.28587109799676,0.0039954733000326,0.0113885297908477
"Styk1",3.45520022393151,-2.21940261517268,27.1511939991659,1.8814896182481e-07,1.03572019483345e-06
"Ypel4",3.45383450318477,-2.17319665394388,21.6000569053255,3.35841868576913e-06,1.57377203160852e-05
"Cplx4",3.45375504858234,-3.78399516344443,8.21426963086317,0.00415622404004017,0.0118141810157933
"Fhdc1",3.45044550199086,-0.475746992610131,82.9045107557354,8.61144469269917e-20,1.65717786162662e-18
"Olr1",3.44906247987663,-2.42859157165494,22.5723771043671,2.02373509855613e-06,9.74782289349398e-06
"Cfap73",3.44526909058645,-3.65594092119716,5.40455555883388,0.0200842618983318,0.0487811833356009
"Kcnq3",3.44032320105182,-3.73410962249295,5.76342031881106,0.0163631886742004,0.0407378827175691
"Gsta2",3.43677715313832,6.46824815627675,122.834656622687,1.51567625758923e-28,6.24299327309883e-27
"Tmem154",3.43172789325598,-0.900897790798342,46.2253276625444,1.05405545512031e-11,9.31826809897368e-11
"Slc1a1",3.42982601045256,-2.52271118329329,14.2488567037056,0.000160158071082911,0.000589891616787933
"Olfml3",3.42913306435001,3.82032900502219,269.458675484858,1.48898046968462e-60,7.40681880948696e-58
"Cnga3",3.4278962625261,-3.75700352661159,6.40461307873235,0.0113824228932387,0.0294399693010105
"Cfap57",3.42647935239892,-3.75937666668285,7.52352363776533,0.00608984429621834,0.0167065438975798
"Slc25a24",3.42610567019865,2.31047499717131,171.604450299806,3.30177849200553e-39,3.10571288191662e-37
"Cd24a",3.42572753494343,3.01628787261225,122.063839890724,2.23528370433911e-28,9.02029385025581e-27
"Ephb2",3.4245565443809,-0.174789140230571,89.1745457817893,3.61470115803064e-21,8.01212295242318e-20
"D630023F18Rik",3.42186202870993,-3.38232007232627,14.8592903351551,0.000115836110064795,0.000436274411625809
"Rian",3.42065157226475,1.53976028207164,70.8070851413245,3.93919841504427e-17,5.9762607273871e-16
"C1qtnf6",3.41750008751808,1.90535416883144,202.119558770748,7.1996040197018e-46,1.25832538633531e-43
"Nos2",3.41470711392115,-2.34066846675628,19.9803045766855,7.82439584212742e-06,3.50768886045598e-05
"Itgax",3.41453980476796,1.9396158263334,173.241456766076,1.44956637123665e-39,1.42570088687371e-37
"BB319198",3.41423967600641,-1.49124065098211,31.7235768370541,1.77751194722442e-08,1.10102733570053e-07
"Pdzd3",3.41404764972458,-3.21192791095152,10.79104495396,0.0010199229127199,0.00326070275408796
"S100a11",3.41043513465458,4.73845469555243,190.564100616055,2.3944236919577e-43,3.29449774680158e-41
"Rab25",3.41004060290027,0.450970162989998,100.497636381777,1.1853832984757e-23,3.23442086304546e-22
"Pmaip1",3.40686667957283,0.149333330460531,97.3299795393046,5.86850307977466e-23,1.50297593232209e-21
"Hmgcll1",3.40675088500253,-1.78563060444042,33.1524832632674,8.52074863633369e-09,5.48137789047609e-08
"Vcan",3.4051609926985,-0.863819724573142,37.8085604138609,7.80385795436243e-10,5.64650052323058e-09
"Gm609",3.39772423855558,-0.807264385854427,69.7091215734769,6.87275399215084e-17,1.02229745552022e-15
"Ddias",3.39696905510853,1.17818592462256,136.824598188334,1.3172126428143e-31,6.82812413460469e-30
"Sec1",3.39682963715823,-3.08072118404644,12.5109146265526,0.000404581494078363,0.00138926184884177
"Aqp7",3.3956408046331,-2.12702667643307,20.1712760353596,7.08082497205921e-06,3.18483219530961e-05
"Gm17783",3.39515596271309,-3.36178507177123,13.5733966272105,0.000229413867398057,0.000820667751069776
"Ccdc116",3.39286701136604,-2.41625247658013,26.2374959599066,3.01903280170466e-07,1.615835329644e-06
"Golga7b",3.39178606217589,-3.20153798943858,22.9418265335703,1.66978679352819e-06,8.14335878359612e-06
"Ankrd55",3.38248836397093,0.0660792063142009,120.119340729838,5.95671705226956e-28,2.29289285700977e-26
"Fgd3",3.37989877603297,0.877783322748357,97.3512526882977,5.80579107700736e-23,1.48838848155549e-21
"Col3a1",3.37724566647714,6.93114847998317,141.64719520994,1.16151475868028e-32,6.54573034047554e-31
"Epn3",3.3765514876043,0.584357806315999,117.649417797049,2.06910535535068e-27,7.66784358550944e-26
"Adgrf4",3.37641544885901,-3.08184918694324,18.0324706201827,2.17169044718757e-05,9.14011011998062e-05
"Cttnbp2",3.37619367091738,0.515198596756555,142.275124977375,8.46689348613844e-33,4.85616704669497e-31
"Cd34",3.37278749328277,2.89373068606907,211.931589647078,5.20543058867487e-48,1.05194432060354e-45
"Efcab15",3.3713817584824,-3.35279696003307,6.7557435160783,0.0093446400372539,0.0246550187519019
"Mmp25",3.36999158682,-2.90790738787215,17.007318105844,3.72360245946557e-05,0.000151730347856011
"Ch25h",3.36922842805488,-1.60832527458763,21.541944049183,3.4617378053453e-06,1.6189617033243e-05
"Robo2",3.36758299666293,2.51952865511717,204.405385406791,2.2831220335213e-46,4.07293225111003e-44
"Chst11",3.36588583028719,0.0832769837851836,88.7145321661769,4.56102250002073e-21,1.00152775049267e-19
"4932438H23Rik",3.36518441414522,-3.45736335364991,6.95346680353521,0.0083656961362672,0.022318013815679
"Ankrd1",3.36506913834907,1.42739224578751,116.674054138514,3.38343828747816e-27,1.21723780503752e-25
"BC055402",3.36304869300082,-3.40647333277823,6.89815183830052,0.00862849032891648,0.0229339456779781
"Trim6",3.35606627481934,-1.00365259815926,55.0854018487054,1.15404859055904e-13,1.2490282381586e-12
"Frem1",3.35340488074149,0.547784467870822,89.0390213897981,3.87101078983304e-21,8.56556339611729e-20
"D030045P18Rik",3.35338904988512,-3.47044642281663,7.32369752098241,0.00680512628683689,0.0184864736044539
"Dmp1",3.35052442772129,-3.79721288105381,7.80421212654519,0.00521245878354369,0.0145010401542186
"Nebl",3.34971702802043,-1.42675622165941,35.9773133810846,1.99628326995605e-09,1.37590885542108e-08
"Gm5622",3.34741909659863,-3.11151798206614,6.39209558182223,0.0114629624820701,0.0296245829277358
"Slc23a3",3.3471632308752,-1.8551482107638,22.3642170943755,2.25537223066321e-06,1.0803650646401e-05
"Kif1a",3.34712294593467,0.349377566778418,102.531167443345,4.24634118008225e-24,1.20628231625307e-22
"A530088E08Rik",3.34711836699522,-3.55005540387536,7.11438841971995,0.00764676865444541,0.0205740550015123
