"","logFC","logCPM","LR","PValue","FDR"
"4930579F01Rik",5.62685823069615,-2.93951057299842,25.0431001754252,5.60630111275587e-07,2.90036381767312e-06
"Plat",5.60551055174756,3.05389638562211,269.375003848844,1.55283393418905e-60,7.57870856144683e-58
"Tac1",5.59647097880072,-2.78414170486994,56.7178940691575,5.03037143624358e-14,5.63536673630631e-13
"Ajap1",5.58083374691087,-0.764310784851159,91.2508626898674,1.26564819194014e-21,2.92308230186746e-20
"Col9a2",5.51145986320987,-2.34136916422005,26.8865516685517,2.1575496993473e-07,1.17915356165258e-06
"Ascl2",5.49815019330826,-2.80607497555313,24.1850346323496,8.7509641001991e-07,4.41508071737566e-06
"Muc20",5.49190736036362,-3.17445755845953,29.472975156177,5.67018583606239e-08,3.31834156157072e-07
"Fam71f2",5.46853205811114,-2.08170219410119,40.8374269338557,1.65434193989738e-10,1.28160715661352e-09
"Krtap4-16",5.4629937789516,-3.43222480324865,23.0845783127357,1.55029161761437e-06,7.58347073994531e-06
"Phlda3",5.44912490569302,3.00874397724425,361.894672112063,1.08899910832419e-80,2.01208142393012e-77
"Aoc1",5.43970328963828,-0.560983492494133,111.961249608741,3.64362605369187e-26,1.21299453192854e-24
"Akr1c18",5.41551954549813,1.3201670545218,114.4253491354,1.05151190755988e-26,3.63143638355825e-25
"Mmp12",5.4079640890018,2.59266033247725,110.814412551688,6.49775890852298e-26,2.11951487625175e-24
"Dlx4",5.40715205476814,-3.10518550592974,21.7012338669027,3.18586301017437e-06,1.49888538530703e-05
"Gipc2",5.39358122537805,1.13830744822161,171.563066526949,3.371212169274e-39,3.15953424574676e-37
"Trpm8",5.36453956975524,-2.65274198594494,83.6782159699311,5.82232841902807e-20,1.14476180382328e-18
