"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tgfb3",148.604107388453,3.29578601318681,0.25063165309637,13.1499193037663,1.70356158980871e-39,9.00794695502565e-38
"Tcf23",6.48817376548542,3.29309628929819,0.750420749930375,4.38833319788096,1.14222688883983e-05,3.56418698899996e-05
"Adamts4",17.0442710283303,3.29265843072727,0.456495896180398,7.21289820626575,5.47733616700495e-13,3.76135634123834e-12
"Spp1",7028.60994114512,3.29217722096235,0.228442887570233,14.411379824422,4.38854328236752e-47,3.9813122807243e-45
"Frmd7",4.43391284536838,3.2910702845588,0.954404988470945,3.44829535083575,0.000564136791914744,0.00135855297436125
"Ereg",19.4471221192472,3.28904590909645,0.473019332554335,6.95330123471993,3.56835594492447e-12,2.26628563736161e-11
"Chil4",3.76046890426184,3.28726835123473,1.40449035511566,2.34054177678139,0.0192557839741615,0.0347471523020483
"Boc",30.3507170934127,3.28580356895869,0.36311786311297,9.04886237429866,1.44465523686238e-19,1.80772376393591e-18
"Tex49",2.41853175348833,3.28430659088407,1.2305442624496,2.66898696057152,0.0076080403804638,0.0150108745545036
"Myo1a",2.85181773592396,3.28234562343688,1.40070035112015,2.34336032029402,0.019110916649591,0.0345126594880934
"Ccdc80",1007.66526102538,3.27984421398714,0.17734357569452,18.4942939215164,2.29528510062682e-76,1.37028520507421e-73
"Ifnz",2.96583165178915,3.27584611046455,0.854111249353933,3.83538574505659,0.000125367376233672,0.000334415398091174
"Dynlt2a3",5.90734409196582,3.27321575489894,0.594644683388889,5.50449007001094,3.70238328319162e-08,1.54847474400062e-07
"Cd300c",1.79599057577577,3.27280238154287,1.04190988057958,3.14115687214936,0.00168281869043301,0.00374461049703544
"Ogdhl",3.46537167258728,3.27233848803951,0.851246644253973,3.84417196840449,0.000120960164340135,0.000324107392709263
"Tuba3a",1.77547325885114,3.27208474775035,1.04292203720587,3.13742027785385,0.00170441618422206,0.00378947985600644
"Lamc2",117.090251772938,3.27061063068427,0.268921344131804,12.1619600007699,4.95552513674459e-34,1.73696787321463e-32
"Lgi2",8.80630800807906,3.27048817423383,0.80465961616814,4.06443682337158,4.81485779694497e-05,0.000137449596248744
"Chrnb1",72.0075602593922,3.26834814321475,0.302842319744888,10.7922437853731,3.74531864303721e-27,8.18354334435532e-26
"Rpp25",4.01260010021269,3.26821159015272,0.826773925064316,3.95296887223249,7.71874815672887e-05,0.000213146631060252
"Smim38",3.98676329812987,3.26815694191701,0.995601571509072,3.28259520217846,0.00102856248067981,0.00237529396430512
"Vdr",2.24208623970509,3.26499246299182,1.15618269781661,2.82394163929074,0.00474370216679591,0.00974056318660734
"Cpt1c",25.6176673526836,3.2576554724048,0.403319906178644,8.07710064020958,6.63248072388923e-16,5.98475479068835e-15
"Ncs1",19.0955900382495,3.2533869113681,0.480058291150594,6.7770663924384,1.22640539218797e-11,7.3715766785394e-11
"Hspb9",1.92371028647572,3.25266676297916,1.03047667686273,3.15646810452988,0.00159692351482337,0.0035646198876898
"Dnah3",1.04532400119378,3.25028391196596,1.15305783946982,2.81883857054425,0.00481977509716442,0.00988360972002459
"Cd209c",2.07862292835161,3.24870899633905,1.14476446982222,2.83788419537825,0.00454136559318147,0.00936457415409576
"Foxred2",22.7853920627719,3.24306507563758,0.402229682053095,8.06271943702427,7.46156404118225e-16,6.68398672362826e-15
"Kcnk1",45.6704135301107,3.24207386319983,0.356558261034878,9.0926903608684,9.66181029321882e-20,1.22055374127372e-18
"Eps8l3",0.784508655323572,3.24126927779037,1.31745066997387,2.46025855211312,0.0138836955473039,0.0258600597316781
"Ncam1",65.9410536352104,3.24043107179789,0.380288183106097,8.52098807102255,1.58197831490325e-17,1.65317180541583e-16
"Cmya5",32.2885496868519,3.23154631082022,1.13778116704389,2.84021778916961,0.00450827431531886,0.0093004829733147
"Atp6v0e2",62.5119166785475,3.2309121998206,0.322917528749571,10.0053788109045,1.44338219438246e-23,2.50353085955353e-22
"Sh2d1b1",7.74598805213569,3.23083849880341,0.673984878789744,4.79363647535378,1.63784947533259e-06,5.66891345426972e-06
"Lrrn2",1.77174297361131,3.22963906056074,1.20731642769987,2.67505600558564,0.00747167673106358,0.0147654374011526
"Gm19966",1.29670274722542,3.22819938203665,1.25304811870564,2.57627726648779,0.00998705261374536,0.0192311291980632
"Adamts17",2.34913503461087,3.2267529691519,0.970830678575594,3.32370313419246,0.000888307020207381,0.0020728657197047
"Mdga1",5.68703524153725,3.22639609216406,0.836228354277448,3.85827157816463,0.000114191721557216,0.000307619532876185
"Airn",22.082221206335,3.22597866984935,0.362355578691642,8.90279841005179,5.44560277562384e-19,6.41513498207959e-18
"Tacstd2",3.16639367688778,3.22542732709464,1.00285145439823,3.21625631886838,0.0012987477750761,0.00294738504884528
"Gm19998",5.03735353185196,3.22458886815539,0.567734537154079,5.67974758822937,1.34893658103183e-08,5.94682451290043e-08
"Dusp9",5.75567636316435,3.2245016909011,0.714534754567547,4.51272897544732,6.39987818973125e-06,2.06706013363623e-05
"Emb",32.9195009056243,3.22449350611948,0.319440981117065,10.0941760660878,5.8621277767321e-24,1.03719310481817e-22
"Gdf6",79.5001556110674,3.22420142109932,0.233663529678971,13.798479486846,2.60284805865813e-43,1.74532279063718e-41
"Ctse",12.7990372969292,3.2230251374844,0.602341100555217,5.35083050868275,8.75514936949583e-08,3.51630966539191e-07
"Gm5176",1.76027044916459,3.22147909141612,1.12367090971668,2.86692399310077,0.00414482543406755,0.00861794004137604
"Ifnk",1.26233909950776,3.22117755563625,1.22825522219937,2.62256369638573,0.00872709528094202,0.017003090047836
"Gm13286",1.15018450704434,3.22030337055328,1.11395275129829,2.89087967761655,0.00384165172467355,0.00803542591190477
"Ccdc154",1.28494405095617,3.21978612820734,1.27986623559739,2.51572081413998,0.0118789239224027,0.0224834572542347
"4732490B19Rik",4.89093995572243,3.21863637684406,0.826050383266899,3.89641654073793,9.76264278284278e-05,0.000265350609461112
"Galnt12",12.6623433654349,3.21756271152693,0.527796778751342,6.09621513632391,1.08609224381399e-09,5.35579780342806e-09
"Tnc",148.352905232036,3.21388504951293,0.388629756622068,8.26978633197752,1.34199302806648e-16,1.28752021619629e-15
"Gpr31b",1.18587048303663,3.20465303635887,1.2166790193528,2.63393465769103,0.00844017289793088,0.0164892093129955
"Slpi",122.928648294165,3.20456320103677,0.481960553321057,6.64901552410255,2.95059880250136e-11,1.70379819150991e-10
"Samd15",1.32091136278943,3.20210790111667,1.07774050317187,2.97113070511189,0.00296705474725224,0.00632837181138611
"Cthrc1",3.15436188956916,3.20194206533097,1.16214201865353,2.75520720698213,0.00586549761711465,0.0118403975130826
"Prnd",5.36348443964501,3.19988896025513,0.934967641303231,3.42245957923728,0.000620573239390046,0.001485378807733
"Pitpnm3",21.0431237886144,3.1956520958266,0.436132159470111,7.32725626037124,2.34912376377333e-13,1.66635620912813e-12
"Prom2",2.01632902120964,3.19555450430853,1.08547707175193,2.94391709181937,0.00324086804771365,0.00687120460064571
"Pgap4",34.8033443485511,3.19459455754345,0.333730425216008,9.57238032905073,1.04472174631371e-21,1.55298516939983e-20
"Capsl",13.9224537873304,3.19419377953007,0.533991634379164,5.98173000077753,2.20780024158301e-09,1.0579947972806e-08
"Tet1",10.1470937984087,3.19388571499532,0.512618269631854,6.23053430633494,4.64847017191898e-10,2.37715494533585e-09
"Rassf10",26.0119102701232,3.19108216587007,0.413974609240509,7.70840069569614,1.27404197711592e-14,1.01851813695397e-13
"Gbx2",0.654241196370058,3.18997968839936,1.44709500441595,2.20440239145656,0.02749605764498,0.0478620709965806
"Ttll10",16.285894838708,3.189419015889,0.521176141455528,6.11965660396823,9.37772276480265e-10,4.6529092549116e-09
"Zfyve28",3.24711794454349,3.1890083948787,0.981155507165417,3.25025785575197,0.00115300411970484,0.00263896206324233
"Pnck",9.77316810141003,3.18458461600579,0.741318505451093,4.29583855331922,1.74034210859323e-05,5.29396965873356e-05
"Snx31",2.09808462877832,3.1784110135458,1.07358608732755,2.9605553304605,0.003070849560944,0.00653093689087459
"Tekt2",1.22650539675947,3.17615071795172,1.3231725983513,2.40040545119303,0.0163769209042577,0.0299730691431069
"Sema5a",124.706707349659,3.17403233145973,0.220569392807158,14.390175767654,5.9644139989953e-47,5.38455657948322e-45
"Scml4",11.8543233716168,3.17333746539431,0.499824023206272,6.34890945224678,2.16846613364593e-10,1.14924979196407e-09
"B4galt6",218.996783701356,3.17192286865265,0.22058236690248,14.3797662215447,6.93283374319095e-47,6.16855548486706e-45
"Gm11110",1.28540992929193,3.17174833807982,1.15853990739075,2.73771176792969,0.00618682732881477,0.0124253514242404
"Itga8",588.362968163572,3.17142080092638,0.26425180033201,12.0015106687703,3.4886990117554e-33,1.16754706348205e-31
"Baiap2l2",1.30893318930802,3.17081319459273,1.2099515934719,2.62061161099364,0.00877721939339405,0.0170917507695227
"Frzb",149.994510419357,3.16806648863623,0.18730224613134,16.9141937914333,3.53622678830699e-64,8.96506153030103e-62
"Igkv13-84",1.33369546657911,3.16753783357282,1.17147671789393,2.70388458019668,0.00685340899270073,0.0136368175710044
"Ighv8-12",1.23719430483998,3.16725333504374,1.26992506780317,2.49404741692575,0.0126295671774161,0.0237415337483433
"Pak6",62.8823988345644,3.16596445815403,0.257898957363216,12.2759878152403,1.2189492030884e-34,4.45831875524844e-33
"Ighv1-75",1.12585091704741,3.165719947152,1.31202169209662,2.41285640795555,0.0158280539163881,0.0290806903435516
"Fbxw15",2.90683980688247,3.16392665964813,1.05747980961149,2.99194994636402,0.00277201708738853,0.00594044930943719
"Bicc1",248.598986043744,3.16384254652027,0.227267962094874,13.9211990874434,4.70936412861073e-44,3.37814736155809e-42
"Dscam",1.11729051342443,3.16382894470208,1.2366325635073,2.55842279919342,0.0105148164166382,0.0201467757969483
"1600010M07Rik",3.97884952599248,3.16232029563731,1.00319501588524,3.15224881061318,0.00162018152790753,0.00361522781974736
"Il17re",40.323859023945,3.15888715516628,0.395746664699948,7.98209419544022,1.43871166547797e-15,1.26310421219169e-14
"Ugt8a",23.4783029577933,3.15786609972484,0.40038190263287,7.88713495529902,3.09202979448011e-15,2.63220770038838e-14
"Csdc2",29.2827595658704,3.15734870656899,0.433700853628212,7.28001496920182,3.33783137402423e-13,2.34078231296197e-12
"Akap6",9.27746341562272,3.15708049759726,0.678359076005709,4.653996105111,3.2556295446055e-06,1.08915285578478e-05
"B4galt2",25.7336690697527,3.15637910983413,0.434162397570353,7.27004256356094,3.5937424639118e-13,2.51643555730669e-12
"Ccl7",7.80779639293294,3.15591276000333,0.876809333832346,3.59931474065121,0.000319056838550447,0.000799239971718073
"Gm13271",0.87503279299154,3.15586255409489,1.20015832233921,2.62953853283611,0.00855008416562023,0.0166828052349113
"5430437J10Rik",2.99179058742696,3.15494537120247,0.989202088237292,3.18938405884729,0.00142576318366454,0.003213175747696
"Angpt2",42.6546689921825,3.150676333285,0.278370253415458,11.3182938716613,1.06524894926154e-29,2.776698916054e-28
"Lce6a",2.41732195381219,3.14918389510967,1.10793400644289,2.84239302774031,0.00447762545570561,0.00924343717888942
"Cd8a",25.6761460502359,3.1464855418277,0.537766796816508,5.851022339896,4.88560590443189e-09,2.25312505540297e-08
"Prdm5",8.53043750737101,3.14497935511179,0.66286178184956,4.744547719038,2.08972714413752e-06,7.14739978868103e-06
"Cfap300",8.62015734033647,3.14481003527481,0.465932907352281,6.74949115130238,1.48364557538738e-11,8.84025391619263e-11
"Smpdl3b",21.0749788399363,3.14404110174017,0.363379401050381,8.65222710107408,5.05040168751131e-18,5.52736747668668e-17
"Gm10822",0.730392556347543,3.14069499650943,1.29930012871084,2.4172205690656,0.0156395368961213,0.0287686024586538
"Cldn8",45.0737672510676,3.13993874990562,0.360866804986083,8.70110164337976,3.28677706852569e-18,3.64460055165997e-17
"Prkab2",106.253994506188,3.13898981861964,0.214047916396066,14.6648931298699,1.0818736609183e-48,1.1185606615986e-46
"Abcg4",2.02677643821834,3.1375254921703,1.10196738998821,2.84720357487518,0.00441051479528558,0.00911404614965947
"Itga6",95.7293414030849,3.13043888372722,0.360311677332729,8.68814163032639,3.6841631530719e-18,4.07061537157622e-17
"Matn4",2.65406444691447,3.12958120262166,1.05881885349199,2.95572863318432,0.00311931407676461,0.00662563360710233
"Tgfb2",71.5250352074018,3.12770003083972,0.244720233634329,12.7807169206665,2.10123670125524e-37,9.6415893682222e-36
"Shc4",13.430414944092,3.12523412623682,0.446441632504385,7.00031963575021,2.55379204944966e-12,1.64679545153885e-11
"Dpysl4",29.8490961771621,3.1231967688446,0.45775583885632,6.82284419713301,8.92554434793018e-12,5.43193190552923e-11
"H2-M2",23.0187911850018,3.12289418422756,0.462927141082929,6.74597340938392,1.52004458081105e-11,9.03967386152636e-11
"Zfp365",3.46975446484812,3.1209567429013,0.752415238590433,4.1479180415698,3.3551245769087e-05,9.78926226467748e-05
"Akr1b7",31.5017896654761,3.11907027313404,0.466412109293799,6.68736984092602,2.27217142420396e-11,1.32736984052218e-10
"Ydjc",14.8104629862601,3.1167625691578,0.410192414213648,7.59829402289833,3.00059974440313e-14,2.31420023583106e-13
"Ssc5d",31.5534377157681,3.11424703284615,0.386554823059801,8.05641747836728,7.856299015159e-16,7.02059516530891e-15
"Hivep3",15.5485452234551,3.11237597610111,0.458365169356552,6.79016684550929,1.12003937259621e-11,6.75197676502871e-11
"Brme1",3.19301461792838,3.11230768024145,0.81927975602963,3.79883386271404,0.000145378498962014,0.000383592797303961
"1700066B19Rik",1.46082057792383,3.11209083690524,1.15292230440129,2.69930664453695,0.00694841196393704,0.0138080382493915
"Fbxo16",1.68341000723397,3.11170656408774,1.16798799520704,2.66415971470336,0.00771809087131262,0.0152150306514042
"Pak3",8.44493724043716,3.11138638189727,0.63842729252575,4.87351718562654,1.09628726257488e-06,3.88603492979762e-06
"Cfap157",9.26402907315223,3.11002956752366,0.612607449345201,5.07670869958875,3.84028944458481e-07,1.4317533592049e-06
"D6Ertd527e",1.15583177746039,3.10879129754777,1.33140548816885,2.334969568004,0.01954501056588,0.0352381403353864
"Pcdhgc5",1.5555568431081,3.10444957612554,1.16735919866932,2.65937817568433,0.00782850357860213,0.0154031592312555
"Tmprss7",4.57723107874334,3.10338919791213,0.683677747985433,4.53925728467362,5.64527201150511e-06,1.83421785668759e-05
"Tafa2",14.998988508649,3.10321979714192,0.66532131607807,4.66424225731223,3.09756297804493e-06,1.0394668727956e-05
"Ighv1-77",1.61012102745564,3.10059431712525,1.13955611722745,2.720879007406,0.00651085872831083,0.0130027476513271
"Pcdhb21",1.78383359231119,3.10001538961377,1.07633233875984,2.88016561240334,0.00397466326366289,0.00828652620212039
"Tnk1",7.49738903346366,3.09909131153412,0.657924863004847,4.71040309584909,2.47227328252415e-06,8.39529571370173e-06
"Car13",20.8750456683312,3.09361335849975,0.362285491107775,8.53915885242956,1.35202402897598e-17,1.42089203317765e-16
"ccdc198",74.7831688257079,3.09167716538599,0.355143019350927,8.70544258771143,3.1633786664243e-18,3.52678608310328e-17
"Piwil2",4.92717744381892,3.09135006611611,0.606123058825868,5.10020204825142,3.3929109520668e-07,1.27420054768467e-06
"Klhl33",2.07341664352831,3.09002977302218,1.29839488662142,2.3798844287371,0.0173180685635332,0.03152719800367
"Tdrd12",1.45315340479579,3.08627459954188,1.20264350630096,2.56624226827992,0.0102806994707634,0.019743167490445
"Upk1a",2.38186485780736,3.08622583556465,0.769028274306179,4.01315002149831,5.99138078942413e-05,0.000168207652108423
"Inha",9.00467438276949,3.08611395704292,0.791403950245712,3.8995432813859,9.63743090359316e-05,0.000262216897578357
"St8sia1",3.77434020465163,3.08260738372059,0.91910930673065,3.35390726777176,0.000796790609002806,0.00187610735379325
"Smok3a",0.997397257626412,3.08228096175768,1.05719599417324,2.91552463189963,0.0035509107586737,0.00747545278247915
"Mmp8",3.24017392264416,3.08009365842661,1.0893470246397,2.82746782132658,0.00469177305037736,0.00964463443778005
"Fstl1",679.34225180183,3.07976273965862,0.221700619811714,13.8915386987831,7.12872614041234e-44,5.03554712521417e-42
"Mdk",66.9139286022709,3.07846871622133,0.407461656980668,7.55523535400386,4.1810312600259e-14,3.18429405470367e-13
"Nup210l",5.31646139044797,3.07803060194542,0.573013740645641,5.37165234201411,7.80184160167678e-08,3.15603677644223e-07
"Trabd2b",52.9710311913449,3.07772946915497,0.329726614840488,9.33418574852953,1.0177046438543e-20,1.39001179659126e-19
"Tmem151a",14.5302777266371,3.07720811405052,0.464890205958616,6.61921476212914,3.61111904268366e-11,2.06971136955548e-10
"Tmem202",2.13519275679358,3.07710458285637,1.05573928470318,2.91464438942564,0.00356094042611875,0.00749401005983394
"Slc5a9",2.41465044477482,3.07534221815422,1.05024738514616,2.92820745059626,0.00340922493745354,0.0072033937569874
"Gxylt2",1.77282583249779,3.0733848704811,1.11209032604625,2.76361083133212,0.00571656746702964,0.0115675173969295
"Bex4",37.4678295109362,3.07271646049005,0.418602126310806,7.3404224855958,2.12920659565276e-13,1.51383889611009e-12
"Gm13285",1.56791934965373,3.07255617527356,1.00046061080725,3.07114157427386,0.0021324201498014,0.0046615520567416
"Ccdc112",12.5485846431657,3.07162109244111,0.50555165807015,6.07578086909348,1.23385807952986e-09,6.0538206463041e-09
"Adora2b",1.26272889556248,3.06644101559505,1.1923826764007,2.57169202160109,0.0101202875349674,0.0194633857850609
"Tox3",20.029604130411,3.06623109540063,0.374852242112464,8.17983928312931,2.84222703042387e-16,2.65527994205222e-15
"1700001O22Rik",1.41505045950341,3.06033904175162,1.07265566922306,2.85304886699408,0.00433019622136296,0.0089701076190692
"Slc34a2",31.0900055185055,3.0595891261879,0.360073434078316,8.49712541004189,1.94343433495831e-17,2.01383758326279e-16
"Insl6",7.71167324350626,3.05948213383907,0.519540172084173,5.88882688621697,3.88946599733323e-09,1.80996598472834e-08
"Efna4",14.3383398187839,3.05746450274952,0.554408869082082,5.51481888774917,3.49139312889191e-08,1.46519756545131e-07
"Cacnb3",60.9945228071946,3.05693523905627,0.281287231422387,10.8676644282723,1.64354333090678e-27,3.66912622739346e-26
"Zfr2",17.962948133205,3.05235876811052,0.429848168855846,7.10101610118564,1.23842946708082e-12,8.22080851767029e-12
"Gm19345",2.17055433175506,3.05170801156858,0.99390551301875,3.07042065024848,0.0021375747742759,0.00467116499557492
"Mtmr11",147.690661484727,3.05042148321244,0.213484318632642,14.2887379398649,2.57228843647548e-46,2.21420195785357e-44
"Cdkl3",18.6703830881665,3.04774445366622,0.294547233782687,10.3472180489558,4.30822564960897e-25,8.17767508690392e-24
"Gpbar1",2.97025137667321,3.04666568271958,0.888616618045091,3.4285490737525,0.00060681681914973,0.00145376813877075
"Ctsk",85.7235578477016,3.04030578069433,0.310374640083342,9.79559985918292,1.17597305482325e-22,1.89085432889781e-21
"Ccdc3",175.895401157894,3.03983476844701,0.230146428102175,13.2082639453238,7.86167218181187e-40,4.25426804294714e-38
"Ildr1",34.5762487525234,3.03980775940218,0.358916452951621,8.46940209735084,2.46655829284593e-17,2.53603301809443e-16
"Gdf3",7.9906448703184,3.03697050169035,0.655545172341134,4.63274024403914,3.60857195662392e-06,1.20158044622596e-05
"Rin1",20.0365019724015,3.03586926420293,0.430148941663163,7.05771645622281,1.69260985662427e-12,1.11003297719863e-11
"Trank1",3.60504499532088,3.03583193759219,1.02940239786581,2.94912071691903,0.00318679470714635,0.00676430893969004
"Chmp4c",44.770025250593,3.03454882641629,0.253492973418115,11.9709386240504,5.04545862122797e-33,1.67041686409778e-31
"Tesc",28.806978777439,3.03454108635909,0.449834067878696,6.74591211081281,1.52068654296322e-11,9.04058652445238e-11
"Eno2",7.88102324171458,3.03424106460052,0.67450112736355,4.49849665405391,6.84356734142493e-06,2.20483097346368e-05
"Slc28a3",8.42504969466506,3.03248669197953,0.514220750294973,5.8972468346328,3.69616740649687e-09,1.7247849266777e-08
"Sparcl1",890.864609261173,3.03132480500007,0.270037670166446,11.2255627266063,3.05435806024041e-29,7.70122678758437e-28
"Tmem121",0.684942613871128,3.03023252785203,1.28684664060065,2.35477362433617,0.0185339927749552,0.033549354879313
"Gm13283",1.68035394045653,3.02984208573548,1.00245793029846,3.02241320474506,0.00250767985152249,0.00541725586694604
"Nptx1",9.30312277609563,3.02956185914261,0.567195304952577,5.34130277999377,9.22809752872418e-08,3.69423320277089e-07
"Fkbp6",1.56828710751054,3.02725928644412,1.10548756201909,2.73839289599519,0.00617402670596093,0.0124036813121167
"Spats2l",68.4553063077869,3.02162419925085,0.250188401562563,12.0773951964966,1.39055339812333e-33,4.70474803273648e-32
"Gm13272",1.49478095397446,3.0194388666629,1.0294116531238,2.93316950269628,0.00335520659719269,0.00709573860064508
"Pcdhb9",13.8466882536767,3.01878658001218,0.469997637947023,6.42298244986595,1.33629904204498e-10,7.24396203020693e-10
"Smoc2",407.345280959942,3.01641835456511,0.245106446085933,12.3065647710774,8.35022642920832e-35,3.07843905429001e-33
"Clmp",81.352603021711,3.01405550963374,0.293418197502103,10.2722173856042,9.40184296922271e-25,1.74523478266203e-23
"2410004P03Rik",1.65956167231966,3.01224988465063,1.03857862004213,2.90035807258234,0.00372736593609139,0.00781315679909881
"Cemip",1.24454606051728,3.01189808548413,1.19989844282625,2.51012750578281,0.0120687575196659,0.0228033262075134
"Gm5544",1.95161218100081,3.01070514104963,1.00253031253307,3.00310634343071,0.00267239031686308,0.0057435753796522
"Gabre",2.2322772190772,3.01051163810105,1.08210759800963,2.78208160042349,0.00540114579978629,0.0109772683194207
"Cyp2a4",10812.2046027298,3.01021129821022,0.258442715887707,11.6474990903522,2.36291851295026e-31,6.89756039734551e-30
"Dcst1",1.20767743343228,3.00796693002254,1.07317213246655,2.80287461724254,0.00506493559002047,0.010343937647816
"9530052C20Rik",2.08539323445797,3.00674291185252,1.04294083195936,2.88294677868137,0.0039397399859421,0.00822108105985235
"Pax1",6.68676943258785,3.00563523183819,0.727235891499478,4.13295777473373,3.58124538860666e-05,0.000104148871840186
"Spint1",110.148720873944,3.00506405344571,0.281090350730164,10.6907407018409,1.12469147787073e-26,2.37339397730371e-25
"Bicdl2",21.6257726358862,3.0031179391451,0.501973795457274,5.9826189460934,2.19578050087629e-09,1.05250737450706e-08
"Slamf7",40.525711712641,3.00151744291964,0.328862587653394,9.12696535150756,7.04462554303182e-20,8.96292820537654e-19
"Vil1",21.0496094267303,3.00016798458841,0.49724687023923,6.03355830705379,1.60388081308951e-09,7.7806087045472e-09
"Lama2",177.430299019869,2.99958444964004,0.219143123825294,13.6877872199694,1.20111589794832e-42,7.56090201473796e-41
"Pdk4",550.716060527226,2.99939890918742,0.481123053616906,6.2341616903182,4.54203764220185e-10,2.3246540554267e-09
"Arhgap15os",1.14363537731427,2.99860415385955,1.20025858969319,2.49829843302855,0.0124791088326864,0.0234897139103465
"Cidea",4.62334522090587,2.99786180690666,0.809787466465813,3.7020353253803,0.000213876830488642,0.000550593754604715
"Sag",1.94831987147852,2.99759464301282,1.05119009501657,2.85161994697597,0.0043497072070526,0.00900750042306395
"Camk2a",8.34285768996258,2.9969459241136,0.795230566995164,3.76865031161689,0.000164132636118851,0.000430011706774004
"Shisa2",29.3937415690253,2.99434444538521,0.424917116168439,7.04689063219154,1.82960007037033e-12,1.1960582303901e-11
"Gm10808",29.7782870644325,2.99372383271897,0.340551711699682,8.79080541917522,1.48491553510965e-18,1.69220023449965e-17
"Nhs",2.80984196386901,2.9931263415787,0.800744503513649,3.73792930010126,0.000185542101727285,0.000482482461243062
"Lrrc73",6.6502508577871,2.9928921735228,0.650710890478681,4.59941921568447,4.23670444884479e-06,1.39840715596166e-05
"Gm19691",4.73277844551742,2.99151080904622,0.657013581763659,4.55319477721592,5.28373105077302e-06,1.72522954404828e-05
"Dpf1",10.1743484163916,2.98983763884677,0.4850499197154,6.16397924692171,7.09392443320024e-10,3.55599294380382e-09
"1700003D09Rik",1.37214750186529,2.98963029823252,1.13320686027188,2.63820349403396,0.00833465510123381,0.0163071637549989
"Psd2",1.198578181032,2.98780385601284,1.13428338860369,2.63408940484515,0.00843632706008658,0.0164834359059356
"Myof",264.354158573092,2.98745384868256,0.22269650830419,13.4149110438763,4.9452613410057e-41,2.86006098868726e-39
"Srsf12",1.87837928538698,2.98601381870108,0.958317536316347,3.11589186834558,0.00183389505762385,0.00405446133454122
"Ptger3",2.0123145633395,2.98507274819451,1.12391062435872,2.65596986406079,0.00790806810193677,0.0155398828161546
"Gm19792",1.61379763423497,2.98263600893397,1.04022347153181,2.86730312337772,0.00413986289014265,0.00860858904582809
"Dkk2",3.22526704028162,2.97825321618728,1.06543927943956,2.79532890673403,0.00518469371240262,0.0105638367844536
"Tbx1",11.2016450741159,2.97796222303965,0.790285827144877,3.76820907164482,0.000164422967145976,0.00043065041791262
"Cysltr1",24.1051512768517,2.97759597057723,0.357163387455477,8.33678947831239,7.63347917500414e-17,7.50652492517544e-16
"Loxl1",316.032608734107,2.97548179588478,0.270011276123451,11.0198427213994,3.06594305674221e-28,7.2466677076792e-27
"Dkk3",274.672842174315,2.96929492036164,0.216776828053962,13.6974737891381,1.05118316170594e-42,6.68530816965356e-41
"Crybb1",1.25713904037766,2.96768476581387,1.11414844995446,2.66363496348729,0.00773013959187387,0.0152355371061565
"Nt5e",261.550129926651,2.96404760133419,0.317997504983261,9.32097753877097,1.15273296141469e-20,1.56404904082856e-19
"Zfp185",18.1845223772615,2.96380052675417,0.495097421924768,5.98629763659833,2.1467138084882e-09,1.03032241840485e-08
"Gm4302",1.50711358699314,2.96343454605214,1.3047191642331,2.27131985739937,0.0231276219913317,0.0409669697735047
"Gm4303",1.50711358699314,2.96343454605214,1.3047191642331,2.27131985739937,0.0231276219913317,0.0409669697735047
"Gm4305",1.50711358699314,2.96343454605214,1.3047191642331,2.27131985739937,0.0231276219913317,0.0409669697735047
"Gm4307",1.50711358699314,2.96343454605214,1.3047191642331,2.27131985739937,0.0231276219913317,0.0409669697735047
"Nnat",22.5079976991381,2.96282131301623,0.466099536902361,6.35662788404977,2.06230759710165e-10,1.09675651435518e-09
"Bglap",2.12291221356223,2.96135262501662,1.13415866769418,2.61105673250927,0.00902629183998992,0.0175343322223883
"Rasl11a",23.381119742575,2.96084092579035,0.388628540993631,7.61869140701859,2.5626028124534e-14,1.98851531446855e-13
"Wt1",40.6512956685438,2.95761367215649,0.447610193308037,6.60756550314108,3.90691336524592e-11,2.22889166617158e-10
"Ccdc65",1.91430736573382,2.95598148536262,1.02680563370055,2.87881307654051,0.00399174852679825,0.00831835266135067
"Fam83c",2.83703304064081,2.95540044698557,0.951299923072804,3.10669682116582,0.0018919031917507,0.00417373374296461
"Gprc5b",77.3944119483185,2.95431835114291,0.289846340208598,10.1927053797427,2.13732055030128e-24,3.87201772847374e-23
"Gm9949",4.29485790584217,2.95390091029147,0.731733891614315,4.03685129818809,5.41733817979914e-05,0.000153043318109514
"Smim3",59.2111292291097,2.95304691599199,0.242429041921351,12.1810773684038,3.92068194338399e-34,1.38473398332457e-32
"Hapln1",15.5588324007754,2.9510539990638,0.496832467557062,5.93973661498857,2.85480360508228e-09,1.34849030932256e-08
"Hbegf",54.2589289256944,2.94987144271902,0.314468323288283,9.38050424880086,6.56579619345474e-21,9.12261187329331e-20
"Il9r",3.27288993697935,2.9489874907953,1.03670457225931,2.84457845533419,0.00444702327535391,0.00918231169887033
"Dynlt2a1",6.0813409487192,2.94845331076962,0.541613142507223,5.44383634621699,5.21451309726797e-08,2.14169982004302e-07
"Cxcl10",115.450526120393,2.94830137401541,0.303363317967762,9.71871416018965,2.50930111981182e-22,3.91895660965041e-21
"Spatc1",1.46381790814668,2.9475824768874,1.2082247612079,2.43959780623981,0.0147036218120258,0.0271983936906708
"Rasgef1a",1.18342971025257,2.94624940432608,1.1283081993752,2.61120977934713,0.00902225305372545,0.0175283263977847
