"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Nectin4",27.609341558518,1.97046733120058,0.325710891721991,6.04974344205371,1.45076684557557e-09,7.05447766974962e-09
"Tpm1",1730.59982868832,1.96982092200489,0.24691836149223,7.97762025513393,1.49181534224822e-15,1.30910509905111e-14
"Slc1a5",146.112366059101,1.96783960291855,0.245103552440177,8.02860498482104,9.85872275526037e-16,8.76767813703045e-15
"Adam15",184.519929898758,1.96605457849892,0.176479740615412,11.1403981649281,7.97619488185073e-29,1.96558506895355e-27
"Lca5",11.0949563687791,1.96348992636381,0.417355447875249,4.70459876913051,2.54365701594322e-06,8.62503854783091e-06
"Slc16a5",365.564571935841,1.96237827876257,0.291812803757725,6.72478470270212,1.7585226290944e-11,1.03745547646318e-10
"Cep126",9.67701273844264,1.96228652660728,0.375971180332085,5.21924719036721,1.79651856119122e-07,6.98637718259421e-07
"Ovgp1",20.0296252056203,1.96200296959811,0.327814043787393,5.98510956678408,2.16244243999642e-09,1.03706458245695e-08
"Abr",212.205926055423,1.96193567757936,0.154834471890897,12.6711813824109,8.54181846229001e-37,3.63410193750807e-35
"E030003E18Rik",10.7375898258082,1.9617159479441,0.483567578376622,4.05675656446974,4.97588972904101e-05,0.000141666520103448
"Fam110d",6.84577983103557,1.96154666102277,0.740253982062144,2.6498292593556,0.00805324581420105,0.0158000021502617
"Chst9",4.57671349178513,1.96132126507632,0.827752037476517,2.3694550738354,0.0178143192195687,0.0323574056135595
"Akr1b3",399.131820967422,1.96085189768523,0.172566571840335,11.3628721760752,6.40050995522793e-30,1.70683339685019e-28
"Ankrd13d",15.1331785341564,1.9606680910468,0.395513251027871,4.95727535285191,7.14886265704111e-07,2.58406252331758e-06
"Ptpro",19.0065452793129,1.96052110322472,0.33602779828756,5.83440153825304,5.39839748946725e-09,2.4791102317015e-08
"Zc2hc1a",48.6366815987027,1.96016147453594,0.234317081398415,8.36542288269215,5.98996977107626e-17,5.94085587102402e-16
"Rhbdl3",17.8157972715639,1.9599210855541,0.440895345208333,4.44532043001723,8.77609601940101e-06,2.78067469664534e-05
"Spin4",12.8977513666795,1.95596725170635,0.336302468937395,5.81609542709147,6.0238086511869e-09,2.75537881135729e-08
"Cd300ld2",7.24168393375401,1.95244682507726,0.506156226358807,3.85739959996698,0.00011459972722704,0.000308673723153955
"Ccdc87",1.54620307222815,1.9506790001331,0.887734989840056,2.19736635646699,0.0279942920411247,0.0486424150600971
"Nedd9",235.499936239012,1.94868769967944,0.214914825278812,9.06725581704929,1.22052112623797e-19,1.53244128109132e-18
"Unc5cl",3.29095076192073,1.94834852500599,0.739901965693067,2.63325226225203,0.00845715076941471,0.0165185781966638
"Dzip1",26.6011799445261,1.94742225319253,0.282198469159749,6.9008958800911,5.16755992608204e-12,3.22658675951418e-11
"Fmnl3",183.330205946161,1.94740261461655,0.155197229689303,12.5479212387692,4.08082790485738e-36,1.65986553923507e-34
"Tnfaip8",99.7241328573546,1.94668956033552,0.208756900602948,9.3251507122061,1.1082597387081e-20,1.50702152713232e-19
"A930007A09Rik",14.8944228354309,1.94654838279714,0.428811329861005,4.53940520514721,5.64131347393161e-06,1.83325352874543e-05
"Snord14d",4.92743111304156,1.94641609818912,0.714987823548079,2.72230663807694,0.00648279587036563,0.0129578899635875
"Trib2",99.2322618983825,1.94586305405166,0.180818965028622,10.7613880753252,5.23752394075292e-27,1.13236980807844e-25
"Tmem200b",99.9685512267832,1.945232329303,0.223281934359414,8.71200052473472,2.98558300296492e-18,3.34468429999223e-17
"Pcdhb11",4.62835508025337,1.9443442230045,0.588464510195825,3.30409768017697,0.000952826269873337,0.00221393041764543
"Snord12",4.39118217272441,1.94375079616411,0.592079001477867,3.28292473016673,0.00102736092936311,0.00237281526515949
"Fgfbp3",13.2141222918918,1.94268312334147,0.436275338670921,4.4528831935807,8.47248504179326e-06,2.69225233926372e-05
"Tes",91.2294823272026,1.94187161284903,0.368846208612043,5.26471891945489,1.40404003012447e-07,5.51572252972057e-07
"Gm8550",3.18356549285839,1.94106905878627,0.659419758256258,2.94360160502189,0.00324417314517913,0.00687663639878939
"Strip2",6.97673624127675,1.94076982374763,0.494934962799299,3.92126232661124,8.80863040474005e-05,0.00024090634387546
"Map9",30.717995171092,1.94039569289476,0.269019337181661,7.21284838935006,5.4793411660337e-13,3.76135634123834e-12
"Polk",197.813459957199,1.93895483460373,0.128739911417208,15.0610235261089,2.92227505248938e-51,3.53480682329549e-49
"Gltp",188.958229937944,1.93816239221849,0.173125363665003,11.1951383158902,4.30729519985152e-29,1.0757774934366e-27
"Abcc1",94.1765735398244,1.93758806737743,0.181614622892331,10.6686787468987,1.42640184734261e-26,2.9930180259376e-25
"Efcab7",10.3852410320941,1.93693518419869,0.44335367994987,4.36882622563932,1.24916112331341e-05,3.87499579436159e-05
"Ticam2",11.9154424496558,1.93594110335065,0.332021167704297,5.83077614218508,5.51701567619864e-09,2.5298168761003e-08
"4930509E16Rik",7.31927141379515,1.93506239170081,0.632639086487477,3.05871457049013,0.00222288828765735,0.00484558227793575
"Ly9",67.1604423794288,1.93334031194152,0.234541320648667,8.24306909586127,1.67848577988198e-16,1.60287597153126e-15
"Ezr",397.181067996134,1.93217251667813,0.184823396778143,10.4541554281543,1.40242653454526e-25,2.74943939352004e-24
"Pfkfb4",51.0012232330969,1.93157310158185,0.247965562667934,7.78968289305778,6.71775776399413e-15,5.51822205673499e-14
"Iqck",4.88459796006365,1.92944079108394,0.668021400793494,2.88829188524813,0.00387340253121241,0.00809726201797674
"Tfap2a",2.36757660418937,1.92937155050653,0.779756494496488,2.47432572107319,0.0133487931638143,0.0249683889438433
"Elf5",2.58612494843987,1.92909812474115,0.774102247560003,2.49204563198432,0.012700971868155,0.0238612208267125
"Mfap4",147.454219288664,1.92858433001644,0.31095063203703,6.20222032475808,5.56720624565536e-10,2.82667451271176e-09
"Chst8",13.2835841494631,1.92799999765241,0.489404027084523,3.93948535556173,8.16565860501566e-05,0.000224396994929971
"Ffar4",7.77203229912736,1.92661617267934,0.4637046399654,4.15483479488817,3.25522655591007e-05,9.51128479163682e-05
"Abcc5",211.588663561195,1.92507610090254,0.138721919929985,13.8772308073169,8.70422817805754e-44,6.10186177618602e-42
"Tnfaip3",114.767503400218,1.92364276641448,0.194163926553292,9.90731285961347,3.86912317622303e-23,6.46293377469734e-22
"Casp12",128.398725947542,1.9230780300895,0.20074733697359,9.57959422566336,9.74269484519465e-22,1.45292549153922e-20
"Sla2",3.61075556931505,1.92212122406415,0.792845814508283,2.42433167822956,0.0153365911061833,0.0282731638213103
"Tlr13",65.8539258647084,1.92201797985626,0.250472411471818,7.67357158643605,1.67272109079624e-14,1.32351642699299e-13
"Zbtb8b",4.28875528993655,1.92184564116603,0.729357551549143,2.63498422287403,0.00841411940370042,0.0164539420756851
"Kcnh2",7.48653583639709,1.92159204376831,0.734971077909498,2.61451382445409,0.00893545443686774,0.0173797640844048
"Adcy3",40.7617145862532,1.92027719630711,0.260659148081926,7.36700480469446,1.7450419804056e-13,1.25127826157948e-12
"Klhl23",36.655313133962,1.91859489441263,0.231355833627292,8.29283128215144,1.10584143581009e-16,1.0681527897984e-15
"Pdzd4",21.4050408619428,1.91817876884799,0.330318527159409,5.80705776737221,6.35802048008396e-09,2.90179741121859e-08
"Lekr1",7.50773888568234,1.91761550574921,0.463534529066056,4.13694209493493,3.51964883095609e-05,0.000102499041564916
"Zfp934",20.3329180792363,1.91685163704589,0.339188787400531,5.65128243694677,1.59255165857398e-08,6.95454307343763e-08
"Gm6644",315.348644934317,1.91600201501953,0.179202665168476,10.6918165152188,1.11171959197025e-26,2.35138222726782e-25
"Dapp1",56.2760346164697,1.91567641769509,0.223147347359169,8.58480479542379,9.09907972373663e-18,9.68353470081621e-17
"Mpped2",8.03692454806279,1.91507443993985,0.575318874857251,3.32871825283852,0.000872466158853126,0.00203898613485223
"Hmcn1",50.1418466097121,1.91424975492844,0.233287555511132,8.20553737096832,2.29561768527597e-16,2.164289174804e-15
"Sprr2a3",8.80693524608322,1.91377409684133,0.783353519663169,2.44305291136526,0.0145636019164815,0.0269825388595779
"Gab2",106.530898951633,1.91361612585522,0.193511796057507,9.88888618080178,4.65174516560848e-23,7.70723793911515e-22
"Rgs18",4.47112318840798,1.91358021257926,0.766593184285669,2.49621344385208,0.0125527044096155,0.0236090346045481
"Dynll1",904.002478352114,1.91296297515122,0.233019698128023,8.20944748671086,2.2220862209018e-16,2.09710095309687e-15
"Snhg1",173.027874525231,1.91198254908251,0.221660833723002,8.62571216109299,6.36950364120578e-18,6.88151803197872e-17
"Robo1",252.749194097689,1.91197371406429,0.269110540629985,7.1047893909632,1.20506162479608e-12,8.01368145530041e-12
"Il17d",6.4127822992787,1.91115588957968,0.74418290762053,2.56812655868496,0.0102249817549502,0.01965044001442
"Plek",139.120040795919,1.91081196862107,0.223722232989071,8.54100168361188,1.3306327569451e-17,1.40079752177378e-16
"E330011O21Rik",73.9506343569121,1.90999986504113,0.217618021622273,8.77684601120204,1.68122948541725e-18,1.9147393284072e-17
"Zfp239",7.0033499141005,1.90739589849737,0.516048205725812,3.69615837693818,0.000218886455561339,0.000562551261362824
"Tmem255a",3.72175522685461,1.90717665045197,0.732069294289041,2.60518596440266,0.0091824406172153,0.0178133572854092
"AI504432",15.617614899293,1.9061981634482,0.379949158915702,5.01698219016487,5.24894313856754e-07,1.92170505767496e-06
"Rgma",43.0390609478001,1.9060396539202,0.309658573326921,6.15529430831519,7.4938199835421e-10,3.74832774149767e-09
"C920021L13Rik",5.17066617688621,1.90311982914041,0.624365793246867,3.04808471207829,0.00230304994400967,0.0050085247137235
"Myo15b",36.2836703066477,1.90251140394454,0.368217520360752,5.1668139041309,2.38118134536209e-07,9.1239178382228e-07
"Cpz",62.1705923412145,1.90210842900109,0.302420700669818,6.28961054844526,3.1826339713268e-10,1.65684970203503e-09
"B9d1",23.2268120714451,1.9008782336346,0.370291623177204,5.13346269441512,2.84459435073155e-07,1.07812630860104e-06
"Bgn",2547.36545517077,1.90006337412218,0.16788381272867,11.3177282743335,1.07214271733095e-29,2.79073773131418e-28
"Efcab12",6.01703099413269,1.89985815509835,0.524371040869501,3.62311799665376,0.000291072956258211,0.000734008339211162
"Tuft1",325.1564612997,1.89927464717328,0.270836171411527,7.01263290377634,2.33874516498846e-12,1.51551669357288e-11
"Sfxn3",107.121596535687,1.89891113142413,0.206686106647733,9.18741545923331,4.02393085348806e-20,5.24073809327962e-19
"Smim10l2a",5.33036216639659,1.89817335987642,0.591413842364664,3.2095517958912,0.00132942092007742,0.00301219306658579
"Sowaha",9.05294650028801,1.89770321885789,0.526223387541214,3.60626924569989,0.00031063083442112,0.00077992739826776
"Gm10791",4.96737045956399,1.89631740479324,0.769491040296071,2.4643787977877,0.0137250973931924,0.0255929851340868
"Arhgap25",83.760212334639,1.89577483456365,0.200522057792634,9.45419598937154,3.25513902830358e-21,4.66275990687418e-20
"Fam217a",2.53998001482909,1.89548487484925,0.786376616074496,2.41040340735372,0.0159348902144903,0.0292566481348781
"Opn1sw",2.46771080578054,1.89490902364169,0.839251655932763,2.25785556721439,0.023954665551258,0.0422660878403215
"Tspan32",13.6070106965578,1.89375521471549,0.435266861880803,4.35079115954866,1.35647202155739e-05,4.19172277558234e-05
"Eya4",5.7016461284467,1.89325917011504,0.527502647012334,3.58909889995446,0.000331822947786524,0.000828863179198974
"Liph",2.07635212559455,1.89279883973724,0.781983974356394,2.42050847818856,0.0154988178731533,0.0285409574505918
"Twf2",138.326295955628,1.88955056058583,0.201669007102889,9.36956346307495,7.28331319931299e-21,1.00741612391394e-19
"Oxct1",145.321084160593,1.88936356552447,0.277649401454877,6.80485373144781,1.01151954996113e-11,6.12371354632996e-11
"Fam217b",7.6947527164062,1.889273276098,0.416254621762415,4.53874426210296,5.65902175229774e-06,1.83803993628947e-05
"Iglc3",17.6056267233048,1.88636550853684,0.445042004255279,4.2386235242973,2.2489443044482e-05,6.73264513788788e-05
"Prkar2b",32.7088747119004,1.88463989044447,0.301907115799445,6.24244938862729,4.30771186199317e-10,2.21083814281497e-09
"Sh3bp1",61.5688135999007,1.88459050669667,0.202321019579771,9.31485275534412,1.22121809557096e-20,1.65212597183712e-19
"Lbx2",5.15992485683499,1.88445386947514,0.613650520331379,3.07089101539017,0.00213421035828677,0.00466491450346206
"4930405A21Rik",3.69631626472198,1.88433294131019,0.631299259585348,2.98484896457485,0.00283718374750163,0.00606815666416418
"Tubb6",502.263829409759,1.88429921939149,0.217063951640597,8.68084822537192,3.92828065980514e-18,4.32227646676657e-17
"Ephb3",33.3172696409316,1.88326902299877,0.315901664280903,5.96156727216275,2.49830024315281e-09,1.1898106690692e-08
"Dnah7b",9.16079127903145,1.88312534409407,0.493361108668798,3.81693106936454,0.000135121899997772,0.000358215299134618
"Snai1",54.9839332760102,1.88302541530104,0.300115048499527,6.27434520433253,3.51108743246318e-10,1.81812241501388e-09
"Impdh1",167.001401653051,1.88258926024416,0.165502546996726,11.3749866355918,5.57113910912594e-30,1.50298938035851e-28
"Mdm1",30.9442056058765,1.88246607646362,0.260335708538691,7.23091767560518,4.79741116633049e-13,3.30919450075581e-12
"Cd79a",73.1531966418323,1.88181500191847,0.297335529136557,6.32892748264273,2.46871089475874e-10,1.30129400539163e-09
"Rftn1",105.517614505829,1.8816622357296,0.189750881725847,9.91648744193054,3.52959348736315e-23,5.92760314615515e-22
"H4c18",38.966369525049,1.88068212933846,0.329188634774836,5.71308341378444,1.10947261194493e-08,4.93107820107225e-08
"Mxra8",137.569347967964,1.88006946181633,0.199489800151854,9.42438891805596,4.32617255879344e-21,6.13520885406821e-20
"Wls",202.339172882734,1.8789204094367,0.177683046780218,10.5745620839156,3.90999822602813e-26,7.92577625072317e-25
"Nol4l",63.1130779219974,1.87623082304716,0.22188960268697,8.45569508587586,2.774297015418e-17,2.8413898652098e-16
"Gdpd5",49.1595042397548,1.87602390374159,0.259398770729039,7.23220043976704,4.75230078423004e-13,3.28297240066239e-12
"Carmil3",8.25120821691901,1.87363165409689,0.463264987473191,4.04440591186554,5.24559688289579e-05,0.000148668088073128
"Ptpn7",24.1829663733022,1.87244847648772,0.316517590920525,5.91578013418493,3.30306202175801e-09,1.55230494760476e-08
"Cpe",67.8948603389828,1.87051496289984,0.692927503332235,2.69943818639711,0.00694566573668236,0.0138040631216474
"Nbl1",45.5427115698823,1.8704027298131,0.470378549899529,3.97637760100372,6.99729880507598e-05,0.000194589044305847
"Gm5454",5.44352275470279,1.87030608611818,0.607954261433861,3.07639275643378,0.00209521658577328,0.0045861825373041
"Ms4a6c",99.6015196787691,1.86804172504517,0.249604606477284,7.48400340606364,7.2092085686691e-14,5.3647295126803e-13
"I830077J02Rik",7.10324848254756,1.86470933725281,0.421991080245024,4.41883590565489,9.92339544457151e-06,3.11909442073174e-05
"Caprin2",51.9532910547412,1.86455097788224,0.226963440282518,8.21520406793843,2.11803759991183e-16,2.00196740866028e-15
"Otulinl",104.022861003567,1.86067493017101,0.200579684209518,9.27648748428287,1.75157695887532e-20,2.3473160592256e-19
"Fam229b",10.6750351236393,1.86027858245185,0.556669949586292,3.34179810466576,0.000832375813106112,0.00195071282425666
"Ttc12",21.3408584989036,1.86019747458654,0.371654063096041,5.00518535729243,5.58083025595465e-07,2.03636485699828e-06
"Il20rb",24.9613302447397,1.8599393088757,0.335659606298228,5.54114726340701,3.00496372358906e-08,1.27086068629942e-07
"Tlcd5",30.5723608961618,1.85941321507006,0.326687853101525,5.69171212647509,1.25771774949067e-08,5.55925063048099e-08
"Lrrc8e",24.5694262199276,1.85666873373304,0.339450619650506,5.46962835314498,4.50980229439624e-08,1.86592691845274e-07
"Rnf150",69.0404485494872,1.85642273744397,0.241368188459768,7.69124858288194,1.45706024160815e-14,1.1593213194945e-13
"Gpc2",11.4605844203378,1.85495774481074,0.472229203290586,3.92808774189531,8.56239741651825e-05,0.000234588140618065
"Cyp21a1",107.490273743251,1.85456403628142,0.436062775201162,4.25297489662098,2.10949232224076e-05,6.33875213633866e-05
"Syt9",41.0427111373166,1.85374946923274,0.274960467667533,6.74187633210674,1.56354142159149e-11,9.27450675942104e-11
"Cd300ld3",24.956578026148,1.85315993628074,0.363712339995261,5.09512527483914,3.48510721821431e-07,1.30696817198566e-06
"Tmem132a",111.602192218161,1.85238789446861,0.197239935842242,9.39154581732475,5.91260351885626e-21,8.26469435977892e-20
"Fam177a",201.159574525229,1.85189613489602,0.185250275135369,9.99672542209603,1.57519779907684e-23,2.71942030480552e-22
"Fam177a2",201.159574525229,1.85189613489602,0.185250275135369,9.99672542209603,1.57519779907684e-23,2.71942030480552e-22
"Arhgap15",38.9560918232739,1.85082167044436,0.257956098960915,7.17494828732387,7.23345224719933e-13,4.90544158075918e-12
"Vill",105.724065037984,1.85039735809449,0.246659946556005,7.50181528833808,6.29400243038225e-14,4.72739865986544e-13
"Ticrr",8.7333526883929,1.84941025209083,0.694653207566672,2.6623504101697,0.00775970515763426,0.0152815728481667
"Col4a3",35.016433142746,1.8489778818611,0.290495392588493,6.36491293505748,1.9540054328557e-10,1.04125478104983e-09
"Tspan3",195.755940585321,1.84746013492379,0.200054832175751,9.23476886227259,2.58844257665172e-20,3.43400048502461e-19
"Syngr3",3.67480327643702,1.84721050439589,0.618644528285228,2.98589968865646,0.00282745374762667,0.00604874425006667
"Dusp10",176.067446672121,1.84695520183424,0.157672513309334,11.7138692284986,1.08225543487816e-31,3.23053247311131e-30
"Man1c1",121.564548003153,1.84569681441748,0.156209781740742,11.8155008850901,3.24608508498302e-32,1.01136863077072e-30
"Kcnab1",25.6697023567991,1.84525106040388,0.363210072521302,5.08039616741538,3.76648559217222e-07,1.40707203985327e-06
"Gm13889",209.978624529281,1.84479612883335,0.27132669073344,6.79916938450312,1.05224044058113e-11,6.36399144896567e-11
"Aplp1",33.6674622734893,1.84443651080367,0.285886352886866,6.4516423822916,1.1064442798055e-10,6.04040244435408e-10
"Cd300ld5",24.8986474758947,1.84364309346394,0.356572871753904,5.17045249234878,2.33527838234507e-07,8.95730508229225e-07
"Atp8b5",20.897214661206,1.84236410914486,0.326763602331052,5.63821703519571,1.71819870502902e-08,7.46799047298547e-08
"Tlr8",21.8099565802587,1.84139362661253,0.428105389168364,4.30126243023853,1.69827785785105e-05,5.17787648919127e-05
"Bcl2a1a",59.8051646822798,1.84118473396316,0.310289945761661,5.93375569886303,2.96082297510387e-09,1.39571958227833e-08
"Foxj1",43.8758235133253,1.83913288168407,0.36775738251497,5.0009407536753,5.70512439035025e-07,2.08048743038842e-06
"Ccl5",70.4556073246131,1.8390538006156,0.323564774669585,5.68372685961748,1.31790703576432e-08,5.81695814712384e-08
"Dtna",16.6511086093572,1.8387757494512,0.509294259408422,3.61043878952623,0.00030567943666864,0.00076812075144963
"C130036L24Rik",5.59436029374789,1.83804905341687,0.663099106276252,2.77190699854619,0.00557289560720994,0.0113015098622216
"Zfp202",23.9522419333144,1.83611879737776,0.232336140071099,7.90285487576699,2.72586890775377e-15,2.33445885589075e-14
"Gm14964",19.7098609993958,1.83432136769412,0.423898878868665,4.32726166341772,1.50974568846137e-05,4.63594880643017e-05
"E530011L22Rik",10.3264176496507,1.83268824418598,0.624617893193258,2.93409501097809,0.00334521791281474,0.00707623133071922
"Shroom4",6.15333691285667,1.83182459460889,0.479908644436247,3.81702771109854,0.00013506900499992,0.00035812637185294
"Sash3",51.7093677985004,1.83159491210149,0.247954306454326,7.38682436410466,1.50377022487613e-13,1.08289009929115e-12
"Pvr",327.634480931878,1.83050844349008,0.165699552794581,11.0471537950339,2.26275325486e-28,5.38954626611248e-27
"Yy2",21.8270303149298,1.83003939842335,0.310291237230644,5.897812051531,3.6835320060087e-09,1.71975597465194e-08
"Mthfd1l",101.354517315489,1.82991292333001,0.293300431136921,6.23903932304743,4.40266319048349e-10,2.25894337860488e-09
"Lhfp",515.281149099204,1.82970747935304,0.139266497906796,13.1381739819261,1.98970363033809e-39,1.0372801432864e-37
"Aph1b",117.170507014637,1.82950916127912,0.16097817536179,11.364951535619,6.24991435155447e-30,1.6714908223153e-28
"Cln6",171.301775236628,1.8274947350184,0.191295592265808,9.55325061791842,1.25689371251698e-21,1.85941901978831e-20
"Ust",26.3139177816607,1.82746324921077,0.263294407235568,6.94075984521673,3.89996513793673e-12,2.46336705828652e-11
"AI467606",21.2417783858458,1.82701838420591,0.387220584248369,4.71828838271169,2.37837191789058e-06,8.09127372875017e-06
"Lypd6",20.3448556284696,1.82641736827588,0.442704627882185,4.12558905700425,3.6978705053521e-05,0.000107267224831585
"Tnfsf14",10.9290830217379,1.82632884457665,0.462938429633721,3.94507936189624,7.97735535378074e-05,0.000219697790970863
"Gm4524",45.01754864339,1.82568439844949,0.277210675538549,6.58590941673749,4.52109415110977e-11,2.56190720926481e-10
"Tead4",11.1344952525275,1.82480469282721,0.354369005920682,5.14944778561038,2.61254488303355e-07,9.95888118440821e-07
"Pcdh18",28.2641965569834,1.82440663306567,0.326679981747081,5.58469062998216,2.34116592296831e-08,1.001108080785e-07
"Hepacam2",8.15980685723767,1.82430641170755,0.614962969648338,2.96653050955372,0.00301180477406677,0.00641716220972297
"Megf6",43.5662525507776,1.8219764395287,0.243908789624267,7.46990890461714,8.02503566891057e-14,5.93839804576281e-13
"Zfp808",27.2872300290338,1.82117713038586,0.312006401952553,5.83698641755052,5.31534270877182e-09,2.44400118040348e-08
"Lpcat2",89.1922398292257,1.82042056236896,0.217522168239801,8.36889672946844,5.81601925335791e-17,5.78072332555827e-16
"Dock11",42.6125017037221,1.82023447094956,0.248923966877969,7.31241147157961,2.62390150600586e-13,1.85699981535948e-12
"Aff3",16.759302275409,1.81985228149085,0.373261826387719,4.87553816875051,1.08512211470736e-06,3.84793159166299e-06
"Hs3st1",17.0945034152414,1.81796793180524,0.401754433072938,4.52507248743958,6.0374808763618e-06,1.95410385762203e-05
"Adm",39.9500318082362,1.81600768927689,0.255110584352194,7.11851173830479,1.09098646623221e-12,7.29439542289001e-12
"Gapt",3.77931186540335,1.81487879584792,0.787640757457066,2.30419614356593,0.0212116355950131,0.0378995694107847
"Cd68",228.385869171772,1.81457316600014,0.226780034031142,8.00146791472374,1.22944626599723e-15,1.08556116626005e-14
"Creb3l1",81.9408635054155,1.81297171870018,0.277068757173776,6.54340004695332,6.01356823136317e-11,3.37149673607508e-10
"Map3k12",42.9489992537052,1.81231079643353,0.200590274375198,9.03488866585655,1.64169459285839e-19,2.03501954655259e-18
"Grb10",170.404616863765,1.81189310861677,0.182284528156599,9.9399171555591,2.79059120061976e-23,4.7294387683031e-22
"Cd28",7.93536380186368,1.81108395054554,0.513216810259775,3.52888665051486,0.000417311832459956,0.00102701995789048
"Cd96",5.05228771680135,1.81060512686204,0.765007768182524,2.36678005396417,0.0179435929000064,0.0325666444837126
"Ly6c2",40.1376122339378,1.81057411154095,0.319908195075657,5.65966780286062,1.51666288339636e-08,6.63410068140308e-08
"Zfp7",76.3287658489186,1.81057208619909,0.19336034896263,9.36371958321721,7.69779424253583e-21,1.06078241285637e-19
"Snora61",5.67820439282603,1.8103277105705,0.697514022421588,2.5953997373207,0.00944809641014974,0.0182674383893273
"Mzb1",9.63302299910416,1.80911974336081,0.553313021077214,3.26961353600307,0.00107694508897727,0.00247775021900825
"Tnfsf13b",18.6849409749645,1.80891756120377,0.353908840779501,5.11125282210963,3.2002935233124e-07,1.20455221142856e-06
"Arl4c",127.641490030601,1.80815454951123,0.196148687945393,9.21828521236206,3.01889256605907e-20,3.97373006543778e-19
"Prr7",6.47983121397691,1.80793604822638,0.595014048049331,3.03847624128109,0.00237777853481478,0.00515710152863204
"Ptprs",262.772540112128,1.8069369783932,0.144110219002476,12.5385763126358,4.59170517297193e-36,1.85138753020025e-34
"Syt7",130.538597100063,1.80615316440725,0.222073772237937,8.13312236832757,4.18371922868925e-16,3.84258519927305e-15
"Cd33",16.3448488560335,1.80571480699595,0.304335296955387,5.93330719459944,2.96892602049424e-09,1.39918293509771e-08
"Slc25a36",59.6597194736249,1.80475540313992,0.236156399255816,7.64220410214215,2.13534322750152e-14,1.67239936992682e-13
"Fam171b",21.0541200876996,1.8041582326861,0.482605544798008,3.73837029460824,0.000185217007686323,0.000481772475228501
"Srpx2",93.3866452516903,1.80407827502686,0.196266730343101,9.19197192449829,3.85704755075124e-20,5.03047068511299e-19
"Myo1f",149.969779403918,1.80329294206123,0.220488390833094,8.17862988272378,2.87089440421302e-16,2.67935666862181e-15
"Il21r",32.973850256418,1.80211835770512,0.324452753394121,5.55433214498272,2.78675152126684e-08,1.18289932119462e-07
"Ndrg4",13.6774199386245,1.80181585262766,0.524505827058465,3.43526374670156,0.000591977379257802,0.0014206075412246
"Efhd1",19.3535094293933,1.79993372572001,0.334959785795122,5.37358155232682,7.71878701712828e-08,3.12448799925619e-07
"Igha",217.815865021192,1.79940139283441,0.422983777966201,4.25406714528468,2.099223082546e-05,6.31199375933044e-05
"Mmp23",75.5849676667477,1.79905168072241,0.281430772310575,6.39251943187314,1.63174482339356e-10,8.77869228097227e-10
"C5ar1",44.6323685426198,1.79892659935986,0.32806379712259,5.48346576226342,4.1707302598951e-08,1.73416546663398e-07
"Dcx",4.46178147546915,1.7979804212259,0.623259746446258,2.88480113063251,0.00391660986363569,0.00818019396753252
"Uprt",15.8240529137816,1.79762508409065,0.641847102017964,2.80070608473408,0.0050990937450736,0.0104102512895838
"Rab8b",163.029832720303,1.79535779696441,0.161227714872667,11.135540799436,8.42321850075302e-29,2.07023246737631e-27
"Tbc1d9",74.7612402662797,1.7951273222931,0.182393148586814,9.84207650452761,7.41640474155374e-23,1.20717152640224e-21
"Exoc3l4",43.8978835513577,1.79462919493165,0.247190345221752,7.26011039517626,3.86774527899529e-13,2.70012681547966e-12
"Brsk1",15.5114867235211,1.7936366131864,0.390212989387345,4.59655793622478,4.29527578846877e-06,1.41571984002122e-05
"Igkv1-110",8.09851620443793,1.79354405613498,0.583783613280654,3.07227543790738,0.00212433605318953,0.0046449772372848
"Pik3r5",42.9749095728547,1.79348897403016,0.269677232200332,6.65050200714701,2.92095017643595e-11,1.68825811727983e-10
"Cd200r1",28.2915502458888,1.7933099470168,0.259926054078261,6.8993081643014,5.22564025733062e-12,3.26175123920464e-11
"Trerf1",22.7509209311037,1.79108570006894,0.283053211387449,6.32773495587466,2.48785985217824e-10,1.30989537081828e-09
"Dram1",36.8288160825466,1.79080070214604,0.2972596102675,6.02436604331993,1.6977374716953e-09,8.22298544586884e-09
"Armcx2",97.2125626446599,1.78943037116099,0.164760772980317,10.8607791696556,1.77230489608865e-27,3.94705736605448e-26
"Tnfrsf13c",10.3087085946032,1.78797128813715,0.540961674995999,3.30517182783858,0.000949181889167156,0.00220684789231364
"Aen",573.671948861092,1.78663374817352,0.125503771220024,14.2356977069743,5.5011135683206e-46,4.58599589229322e-44
"Ptafr",13.9875822886941,1.78657397073544,0.420903111823814,4.24462048520867,2.18963692244923e-05,6.56678180582853e-05
"B230303O12Rik",3.98637236314557,1.78562220261397,0.616106487627534,2.89823632516829,0.00375267704009547,0.0078644314325724
"Lpl",2587.04036654687,1.78534225826174,0.21925577117513,8.14273781115526,3.86438485201274e-16,3.56877098084829e-15
"Cfap91",2.20731721866343,1.78480874816961,0.808438616277184,2.20772327327529,0.0272635694501834,0.0474886475119571
"Acss1",14.5813729001562,1.78439790081017,0.531542252763741,3.35701986348637,0.000787874521669679,0.00185582204054229
"Fgl2",182.668700450752,1.78385943393857,0.24060199991838,7.41415048313695,1.22406870438773e-13,8.89432254106937e-13
"Gjc2",55.9882145232791,1.78379321577082,0.199461536085105,8.94304361022126,3.78596255492222e-19,4.56164121119437e-18
