"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Cdkn1a",1141.46253156717,5.50034139051928,0.494422159695805,1.2924394111004e-31,3.83935412218862e-30
"Syt14",3.75196571314408,5.4072361657788,1.30484682161774,2.70214318544939e-08,1.14882986292469e-07
"Serpinb9g",2.95127316532069,5.39855512090692,1.14114525457454,2.21797389506157e-09,1.06204509381383e-08
"Phlda3",235.093240491664,5.37468624998834,0.268348375141451,5.61411635249385e-92,6.11179125503551e-89
"Dlk1",10.498129799742,5.30226574461819,1.24699708975692,2.06539679218167e-08,8.90179283486403e-08
"Mroh3",4.09557755857653,5.29048418791687,1.06444352716112,8.42458542465346e-10,4.19348581102909e-09
"Csn3",5.86701729791173,5.25770064954546,1.0132503264798,2.96360594850727e-10,1.54872309518839e-09
"Eda2r",141.941018286029,5.22652854290859,0.358421630048941,8.65922629401565e-51,1.01428038622372e-48
"Gipc2",63.2163313913266,5.21384150275554,0.47103208870403,4.12856809614253e-31,1.19200327231372e-29
"Gm19510",4.67167548154593,5.19837529530743,1.21259606375188,2.10677240379349e-08,9.07166981782365e-08
"Akr1c18",69.9441591536742,5.19157109287021,0.499642696972719,6.54876289164505e-28,1.49997468856033e-26
"Mmp12",175.981743336193,5.15932271132548,0.510595666900038,1.33148388661714e-26,2.80020139654812e-25
"Inava",70.9783327404874,5.12175074410487,0.416616004051499,2.77340643790935e-37,1.24581147928127e-35
"Ajap1",14.9082864754458,5.09828843310711,0.819295468043728,1.07398038881952e-12,7.18588396814276e-12
"Aoc1",17.2420217224298,5.09772347267781,0.681360875985537,1.83827017478923e-16,1.74824594680495e-15
"Bmp8a",3.28877417465212,5.08534215967119,1.12179863061744,8.87573978283085e-09,3.9840726694361e-08
"Prrg4",70.0725181645657,5.07628273312627,0.45425605634079,1.63784528339995e-31,4.81901473130093e-30
"Slit2",44.4418229266139,5.03485115452491,0.393028946578769,4.83410314670051e-40,2.63131608635254e-38
"Fcrls",8.67772724852565,4.944596505154,1.06965403676789,7.46942382585143e-09,3.37986862457292e-08
"Wnt11",7.55225216589466,4.93344069396118,1.17247036226195,4.38971087826212e-08,1.81949337567742e-07
"Gzmm",15.4564969666861,4.92889460559336,0.555028233728114,2.45987282224144e-21,3.55941097116671e-20
"Rbp3",5.08084810701853,4.92026587129276,0.908713883473254,1.57469799357522e-10,8.47671197414095e-10
"Ly6k",7.51115303483462,4.91297534488151,1.11869736644341,2.1368701137506e-08,9.18893635719059e-08
"Usp43",59.3720142795308,4.8878224443803,0.349673723233455,9.57315861474053e-47,8.43668792776204e-45
"Scube3",24.618759252125,4.88403781866541,0.566786941070324,2.71287258161916e-20,3.58819080185722e-19
"Chd5",3.04898172205085,4.84776069663198,0.996202999145215,2.83247760639728e-09,1.33896968228849e-08
"Fhl2",95.374699237794,4.84529925611751,0.38736119324306,3.21427129252487e-38,1.56132595303826e-36
"Cdh17",16.2082971374893,4.84496637001399,1.46072592898966,1.05077204995528e-06,3.73184385502251e-06
"Fndc10",79.6576464778929,4.82535207539499,0.348063673625514,5.35307184309435e-46,4.48277378281209e-44
"Arc",13.6513545669,4.81620449095678,0.749507575744613,4.78359147456703e-13,3.30335550073925e-12
"Cd63",2023.66020736695,4.80215079840444,0.2396160248027,1.34151854521463e-91,1.37930465090485e-88
"Gm3776",2918.02953766974,4.77789087799047,0.314181100022197,1.77394626467137e-54,2.56487683752134e-52
"Zfp469",28.2255976976323,4.73000611033464,0.548152008396902,3.20354522514282e-20,4.20482350934171e-19
"Gsta1",3105.48499195867,4.72771080242858,0.315019445777851,4.01689577699895e-53,5.38700653224055e-51
"Plekhh1",35.2473055164628,4.69415708229498,0.413488906967422,4.41601823928437e-32,1.35759550754877e-30
"Lrp8",13.0798266195328,4.67122564327958,0.616778082504587,1.9200343174577e-16,1.82319523412979e-15
"Sorcs3",4.09818464693366,4.65136835935859,0.927042794150433,1.85851211689583e-09,8.97351519629301e-09
"Egr2",20.5163522299052,4.64192137713828,0.567925842335429,1.74661715535945e-18,1.98798546705026e-17
"Tmem200a",4.71625799856567,4.62038205926723,0.970114998157358,6.56318794084118e-09,2.99101007685663e-08
"Fam71f2",4.53633377461098,4.62036018938459,1.04866998747886,3.17028677767481e-08,1.33650335750405e-07
"Oxct2b",4.99429564047924,4.61041687641445,0.975746537046522,7.92592224747799e-09,3.57768397644086e-08
"Inpp5j",16.0140616740381,4.59831780790269,0.887135019278486,8.79747283019023e-10,4.37204161300566e-09
"Plaur",54.7617512667852,4.52969384930545,0.475174224055439,1.1619491076634e-23,2.02107068942918e-22
"Shc2",71.2682094120338,4.52310065249276,0.370767343772453,2.61973437375948e-36,1.08221928694568e-34
"Inka2",22.5902920646301,4.52036593830685,0.526318081485982,6.42731049011536e-20,8.2432595454307e-19
"Clcf1",51.9110345790357,4.49663148190778,0.331286227228411,5.16509144357404e-44,3.67655182100865e-42
"Tmem45a",110.7930411017,4.48221586691252,0.28969726471786,5.03089501339742e-56,8.0264460355988e-54
"Spire2",26.7399275418356,4.48066680458011,0.506393787615672,7.02904857834297e-21,9.73702111073303e-20
"Mogat2",17.7542661995108,4.48025901104884,0.531973032761338,2.84775982465623e-19,3.46505529749592e-18
"Insyn1",26.1103538260276,4.43972873681593,0.619741967835535,5.73593404928928e-15,4.75351283024375e-14
"Sult4a1",6.99340739602299,4.42580596756064,0.957510109577491,1.66426901536093e-08,7.24720627465525e-08
