"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Crlf1",2.04518039352022,-3.36898264928141,2.85340083068837,0.00666899078872869,0.0119445821247339,-2.71412238978565
"Tcam1",2.04584110250012,-4.73379118539403,3.25693994506456,0.00222271775476818,0.0043198876418834,-1.70397753349278
"Cd93",2.04686147947272,3.00438102346139,12.40138947659,1.11773040637827e-15,6.55608444938476e-14,25.5199157659088
"Nudt10",2.04756100121893,-3.75187108641012,3.67463589078045,0.000665163639054345,0.00140973272031288,-0.63194701645237
"Efcab7",2.04915259321752,-1.72738393979466,4.96490762367589,1.17538017574944e-05,3.20915758983647e-05,3.16381472705843
"Rnf17",2.04985004573359,-3.99950367588543,3.00013509884268,0.00451012558325278,0.00831172830307778,-2.34707616488479
"Pfkfb4",2.05005778370049,0.58889828176045,7.81593939238568,9.66310910418252e-10,1.06409384077433e-08,12.1743663216943
"Tubb4a",2.05014177569609,-0.568988322978097,5.52858379951224,1.84952811165251e-06,5.55588708211771e-06,4.91481210343874
"Prune2",2.05040354667484,-1.51176353476342,4.57971413157062,4.06696419761694e-05,0.000103911658336386,1.9783992033538
"Vinac1",2.05085476317775,-4.37680523704782,2.65369006334183,0.0111692685045305,0.0191460716889712,-3.18085219672402
"Npas2",2.05198050255937,-0.0671898462487376,3.49230560654662,0.00113510979759883,0.00232307628079596,-1.45126760908473
"Adamtsl1",2.05198394098423,0.846809384679997,6.74890503781121,3.21744842259375e-08,2.48138754762172e-07,8.73693645603303
"Il20rb",2.05303688455175,-0.4091790390015,5.8105813484662,7.2683157285097e-07,2.28638602638162e-06,5.78863439839951
"Ptcra",2.05317454782794,-4.58991127645764,2.92844134037208,0.00546676272876658,0.00994715472038584,-2.52393045128112
"Zfp934",2.0532690989541,-0.821591128511194,6.28243591436356,1.51494271598852e-07,1.03587161603159e-06,7.30082212935678
"Bend5",2.05487136755754,-1.99590390008792,3.74770525344707,0.000535244976726395,0.00115482373950969,-0.425113027831457
"Klhl31",2.05496263539483,-2.97822392332654,2.86704102346614,0.00643359725983081,0.0115519825295046,-2.69124387296227
"Plp2",2.05516174717426,1.2199578241835,7.03757973325439,1.23780907901268e-08,1.04294486797462e-07,9.64730458700747
"Lca5",2.05522228763912,-1.68673734773161,4.87359769057348,1.58068886643673e-05,4.25558689718141e-05,2.87716119983393
"S100a8",2.05610597744692,-0.683496277192345,4.01919942825227,0.000235348897270562,0.000537054439320177,0.303219186708489
"Abcc12",2.05659115416237,-0.883923171222975,4.08762801226863,0.000190701640282378,0.000441184091689855,0.494137883630559
"Prdm1",2.05813626183559,-1.22357590858214,5.44258384019888,2.45681959936019e-06,7.25628597586778e-06,4.6463916308125
"Pstpip1",2.05816830934214,-0.238133940540334,5.39447779174993,2.87906135485124e-06,8.42927901142468e-06,4.50407324382143
"Fbxw15",2.05846466312282,-4.28864320010094,3.50767816420225,0.00108558289975687,0.00222863276730246,-1.06634170415285
"Evc2",2.05902831980846,1.05887421267978,7.41379450722978,3.58898177587954e-09,3.43965141151078e-08,10.8839802137533
"Pcdhb7",2.05934768622143,-2.75912823548629,4.04785798792888,0.000215534099331312,0.00049495921052939,0.43459503701836
"Tent5b",2.0598853457812,-1.69171544648119,4.87722987308883,1.56220361289548e-05,4.20844832896974e-05,2.9078059057104
"Treml2",2.06002416218621,-1.27418879878021,5.25788458097248,4.51209452511282e-06,1.29323378483206e-05,4.07644152853797
"B3gnt4",2.06036170174255,-3.61239556042725,3.45679006313474,0.00125793407519086,0.00255729178897847,-1.20651959755302
"Usp11",2.06072874997246,0.614145604608839,7.93390691273808,6.59284152214385e-10,7.53921448511472e-09,12.5335492192669
"Gm13272",2.06170577799557,-4.34686235983869,3.53707998865559,0.000996561434458827,0.00205829244851058,-0.971434260369613
"Ppp1r9b",2.06219588405116,3.91347610697291,16.9847258312232,1.67573293528119e-20,6.10509631505895e-18,36.5852799622059
"Dcx",2.06295648276319,-2.95083710556889,3.9163480499119,0.000322099031437897,0.000720863094497672,0.0665858776965447
"Tnfrsf13b",2.06485689656276,-3.8706676914453,3.2876314306413,0.00203871598688571,0.00399541377625371,-1.64807679069572
"Napsa",2.06733276068402,0.134555461069477,6.84612822723672,2.33136692777145e-08,1.8492937234181e-07,9.11689176542417
"Nedd9",2.06801139819354,2.75308281116592,9.66884895124185,2.82139785561538e-12,5.86193560893197e-11,17.6757523153223
"Sh3gl2",2.06815479057025,-2.96761014957042,4.67273789361441,3.02010537286006e-05,7.83168578243321e-05,2.30396716606869
"H2-Oa",2.06845421127175,-1.50970648060438,4.87823823496422,1.55710969322717e-05,4.19516263250777e-05,2.91150727566325
"Mt2",2.06846374834453,2.83895726193733,3.16631360403894,0.00286235203467208,0.00546504724541355,-2.65752905922263
"Trank1",2.06902136853512,-3.39700846509658,3.12699763854217,0.00319088076455127,0.0060361644534626,-2.04145445914781
"Alpi",2.07340041186907,-5.42753359083016,6.05653785453504,3.21078287923379e-07,1.26722812810372e-06,6.61330359482761
"Ifi213",2.07389741100392,-1.9966875956343,4.93913045652909,1.2780597730648e-05,3.47629570450759e-05,3.08217670601675
"Gpx8",2.07435285380547,0.181173839878265,6.52091036688027,6.8570742022842e-08,4.99780046183391e-07,8.07300455750802
"Ppp1r18",2.07477710125633,2.78247393852795,12.6936804529533,5.11706781881911e-16,3.36802018497186e-14,26.3320167313425
"Pdzd4",2.07565889538597,-0.656947777998678,6.12470314497742,2.55969008166984e-07,1.26722812810372e-06,6.82102415133261
"Tlcd5",2.07578721416083,-0.149377106359609,6.13995667514936,2.43310208875447e-07,1.26722812810372e-06,6.82477377146861
"Arhgap27os3",2.07615589146818,-3.12740150980045,3.36992858827477,0.00161410200848799,0.00322135457553884,-1.4100259364785
"Prkar2b",2.07706885441007,-0.142672348880784,6.38337333876825,1.08304130677253e-07,7.60451397456162e-07,7.62644061471112
"Cfap53",2.077443428856,-3.9252610817101,3.14944389502616,0.00299919820891256,0.00570568949547263,-1.97354399018337
"Cspg4b",2.08041577567401,-1.70364142649224,5.76428642515334,8.4748840426618e-07,2.64375091089644e-06,5.67539766680004
"Hmgn3",2.08059383515457,-0.192718073510592,4.75576549258152,2.31273340840721e-05,6.09759199625616e-05,2.51418533476268
"Dnm3os",2.08098267480369,-0.948641023578283,5.04108669629419,9.17215934638803e-06,2.53885763309812e-05,3.38765209847273
"Gm13749",2.08109019041594,-5.28671414484693,4.47017415367086,5.76216275504278e-05,0.000144316289683086,1.674997989853
"Gcnt1",2.08234344630058,-0.384591381949113,7.33280517339676,4.68148953922869e-09,4.36697042593684e-08,10.6651866502191
"Osmr",2.0840848648202,2.08357194711492,10.5829805276258,1.84405404211384e-13,5.1791689367382e-12,20.4892639875886
"BC034090",2.08699427876242,-0.288438259454892,7.43554395864706,3.34204199853528e-09,3.22689811034386e-08,10.9907552526278
"Ccdc87",2.08705056166797,-4.37937497650143,3.10065795186277,0.00343054709596341,0.00645460879628204,-2.09721278166517
"Tmsb10",2.08791225745261,5.13946828383845,7.05217343439955,1.17958026124657e-08,1.00105651632759e-07,9.2188745910666
"Gm13286",2.08835869727912,-4.62755070431591,3.46658485363565,0.00122284703703237,0.00248967999267347,-1.17571012175859
"Cpe",2.08838909197183,0.388791965768617,2.463647716546,0.0179010196808517,0.0293877504124272,-3.89593003569006
"Grap2",2.08871431274717,-1.50541886858384,4.17340310401129,0.000146251116247251,0.000345139825195479,0.771390517273449
"Hcar2",2.08915392376819,-1.1424626610776,5.59115949211185,1.50385498231832e-06,4.57058122754413e-06,5.07571144030241
"Trerf1",2.09058629253507,-0.576995998440308,7.0391337610441,1.23147352280912e-08,1.0386216372515e-07,9.73241825390149
"Pdgfc",2.09149473063104,2.77334749128563,8.69258771781199,5.82530153048737e-11,8.56640561052397e-10,14.6664233842918
"Cd79a",2.09313575708462,0.986446889341184,5.9467908730024,4.62393715752958e-07,1.48102256629294e-06,6.1878348020533
"Dbn1",2.09471010411145,1.83074961012912,8.73245606438034,5.13659440169921e-11,7.68913700166397e-10,14.9808901283023
"Tnfrsf11a",2.09690959285111,0.211170388785262,6.93022884965412,1.76495456343512e-08,1.43430976099203e-07,9.3386786394089
"Pdgfrb",2.0978394660775,4.33982045227197,10.6120322503078,1.69389810955268e-13,4.80966656419311e-12,20.4139761077186
"Plcd4",2.09796324252576,-3.94749122734451,3.15470262574904,0.00295589021784164,0.00563075427239927,-1.96298672969651
"Lamc3",2.09822358361462,2.76471932118232,7.81317551792302,9.750201612486e-10,1.07182379244455e-08,11.9194175517446
"Gm13285",2.0987348292806,-4.27022673266302,3.81608027975534,0.000436090238562546,0.000953880931856888,-0.202256253898125
"Paqr8",2.0987408711303,-0.949158173277873,7.04967043867155,1.18936795022761e-08,1.00870100880451e-07,9.76696970885324
"Kcnh2",2.09961881091706,-2.39969061594024,3.1033451631127,0.00340533997298274,0.00641277876245955,-2.12464357907555
"Rragd",2.09992266064598,1.48887627372984,8.67660910477933,6.12689038256096e-11,8.97419442387908e-10,14.8128990930417
"Cd40",2.10058565810619,-0.848315774075579,5.12453858888247,6.98452317988216e-06,1.96038043721801e-05,3.65606773432671
"Tcf21",2.10110952329851,2.98964090423626,5.81426027067111,7.18012266549953e-07,2.25974246244648e-06,5.42296730381628
"Maff",2.10147234707302,2.68517771520987,7.37554627800743,4.06866120544827e-09,3.85509375096449e-08,10.4234736392723
"Rac3",2.101932287879,-1.30001233673106,5.34683415593054,3.36813337007752e-06,9.784760319384e-06,4.34531850696905
"Zc3h12b",2.10197636488842,-4.43929708738771,3.4619780893808,0.00123923128396093,0.00252145013940199,-1.16257257924984
"Cd200r4",2.10204528172826,-2.30309122006621,4.30805708553763,9.60746796658256e-05,0.00023383174058298,1.18601848171866
"Gpr34",2.10238402796597,-2.27546173231573,4.86543134686594,1.62304142264338e-05,4.3627987612508e-05,2.87707398555215
"Gpx3",2.10445108099877,3.68949280922322,5.45577781224618,2.35217327739103e-06,6.96231447148115e-06,4.15827856163244
"Arl9",2.10454357172276,-4.20275513391254,3.57431799370396,0.000893823132254257,0.00185901125368022,-0.875422282052648
"Fbxo15",2.10494647938991,-4.86425120924044,3.33232736659753,0.00179644748624951,0.00355211031392876,-1.50472917643476
"Gdf10",2.10527761353601,3.84801180381384,10.5411779065315,2.08416826310088e-13,5.76590165365032e-12,20.2540002433998
"Arhgap44",2.10616273356213,1.0158287498599,8.60301251846866,7.73336326889625e-11,1.104577071654e-09,14.6331135440442
"Tubb2b",2.10675434873162,4.22062254998353,5.46967085467969,2.24676642901762e-06,6.66709960071111e-06,3.96599026546365
"F730043M19Rik",2.10698279198532,-4.48163370602762,3.73046412797297,0.000563492579559594,0.00121122341328469,-0.455652541440056
"Tmem156",2.1078436999643,-4.35719542388219,3.23386956905673,0.00237128968230836,0.00459152258494426,-1.76002426337436
"Zfp37",2.1096909810839,-0.925887107463578,7.17531507480828,7.8588615487372e-09,6.93806046693464e-08,10.1636199320909
"Samd15",2.11010225848601,-4.54857954812428,3.41070399707628,0.00143634098140292,0.00289022420583037,-1.32380646726579
"Wnt4",2.11145786522009,2.21838104675323,5.49847740989119,2.04293305727104e-06,6.1056671741687e-06,4.53836795793637
"Lrrc1",2.11201345534463,0.032241276894,7.50199331859215,2.68854741723632e-09,2.64327845084195e-08,11.195292858602
"Dync2li1",2.11222782901321,0.653608762990089,6.38831427233909,1.06539723386527e-07,7.48875821967198e-07,7.60794333912428
"Cd180",2.11232764129531,0.723501724179859,8.84075633675569,3.65284979648501e-11,5.67156456696746e-10,15.3607675972646
"Tex49",2.11323752060158,-4.04977821041341,2.5785252043361,0.0134909390964044,0.0226786295093694,-3.33932025599229
"Apbb1",2.11340510381709,0.319856892367181,7.86648396977368,8.20175914585577e-10,9.19215354531417e-09,12.3398878563456
"Arl5c",2.11367286998952,-1.22142281328959,5.37204756784337,3.09984358781874e-06,9.03987081015866e-06,4.43566636950129
"Bnip5",2.11380315169361,-1.91474740544671,4.6096352404812,3.69632225569352e-05,9.48351198056183e-05,2.06655278686251
"Slc2a13",2.1148599483904,-1.2592307423529,6.71849579772643,3.55878533672851e-08,2.72917581693319e-07,8.71473837860363
"Cd96",2.11542840160524,-2.97553068850581,3.28053761065655,0.00207991297573374,0.00407059914831692,-1.65341157345184
"Mir1906-2",2.11607231451914,-4.34695350670748,3.40762336017422,0.00144909061040201,0.00291451884140183,-1.33179533364813
"Nefl",2.11615039937004,-5.44541958195614,5.55895232909311,1.67288593740046e-06,5.05579396456803e-06,5.03881983767983
"AV039307",2.11639455450858,-4.21604873018804,3.24019550031601,0.00232964002372733,0.00451527038017045,-1.74430708424193
"Lat2",2.1178678596302,0.293034511262025,5.77216059908644,8.25641387393699e-07,2.5801352615047e-06,5.65504916806013
"S100a6",2.11859315297241,1.62634072241771,3.42675519491406,0.00137162459606821,0.00277272690110162,-1.5969313847504
"Wdr66",2.1188351529517,0.188049491431808,7.67770738383355,1.51480222288162e-09,1.59152677088867e-08,11.7558377834231
"Anks6",2.12011973672262,-0.464104055374767,8.67128834022134,6.23078278709703e-11,9.1160440245384e-10,14.8160305608242
"Cd164l2",2.12030772104522,-3.66761885110248,3.61106283880472,0.00080245452666654,0.00167869722937997,-0.76175272980555
"Afap1",2.12231825158442,1.12914307305915,10.7328946941046,1.1910784263111e-13,3.52329405690488e-12,20.9850573362401
"Zfp583",2.12370483066574,-2.42180048084515,4.41917516370663,6.77153142805613e-05,0.000168292854966879,1.51212621545537
"Efemp2",2.12440277496807,2.60717926826333,9.71958040858768,2.41830132509172e-12,5.12319413400062e-11,17.9565115337838
"Bex3",2.12472748591933,1.06361055187238,5.88351770669274,5.70537860147501e-07,1.81192177144695e-06,5.97552706393413
"Hmga2-ps1",2.12481051387965,-1.58359441338722,4.87091246882307,1.59449332859279e-05,4.28873442141102e-05,2.88059761629166
"Sprr2a3",2.12488774061482,-2.46896746261003,2.6046391418513,0.0126384188845019,0.0214428690335439,-3.30510572268007
"Hrh2",2.12519431228211,-4.04416128018966,3.22934947294444,0.00240148111550442,0.004645461562575,-1.7834096624051
"Stag3",2.12673314736738,-3.21829204749679,3.18895593394844,0.00268793614163032,0.005154866857618,-1.89965852023694
"Chrm1",2.12712519366489,-3.11453844265581,3.79474464211817,0.000464951555950415,0.0010110038582523,-0.26017517337806
"Cd248",2.12775267857058,0.466883701363255,6.32498643004913,1.31507273032512e-07,9.07361598168044e-07,7.41839006762952
"Saxo2",2.12867310476884,-2.17260353730028,6.69051662300274,3.90485659858096e-08,2.97692088521938e-07,8.62572143477892
"Me2",2.12940533685559,1.12883943313844,12.1239837619133,2.36971569758891e-15,1.2326042434408e-13,24.8382668849747
"Pcdh17",2.12968941334756,0.317533982443255,7.03358046915642,1.25426454986661e-08,1.05609707000685e-07,9.66505588484607
"Cd244a",2.13011224165523,-1.85528932882839,5.0152853861117,9.97668108375765e-06,2.75007256600127e-05,3.32608054487129
"Plau",2.13040187755179,0.935793464378168,4.98429465839667,1.10356443627199e-05,3.02489151987366e-05,3.04260072566215
"Hnf4g",2.13063889061706,-1.53037723417551,6.87573521833808,2.11368847158417e-08,1.69114691291271e-07,9.2140848900904
"Zfp239",2.13120602397111,-2.31375471144892,4.6485519082233,3.26354323168288e-05,8.42411663246593e-05,2.19863900753115
"Siglech",2.1319110046238,-1.59646192600399,5.21838030536985,5.13659830477476e-06,1.46314710218708e-05,3.95295703960415
"Mgat4a",2.13265962294508,0.762027265076185,10.5851865715931,1.83219212571463e-13,5.1514471430283e-12,20.5567142778013
"Spata6",2.13282312353513,0.607649964503386,9.19981527811241,1.19127758259055e-11,2.1048345101687e-10,16.4702141413499
"E030003E18Rik",2.13336724457031,-1.80899377695372,4.41310936870563,6.90254784940256e-05,0.000171318561907979,1.47262113415744
"Hgf",2.13337294387847,2.01901208503245,7.93596368487194,6.54911299990775e-10,7.49915475735342e-09,12.2191068007771
"Gm20186",2.13419404040728,1.42002629196954,7.34448718340944,4.50530839271535e-09,4.21631013727814e-08,10.5357629175974
"Icosl",2.13447693505694,0.746337509304187,7.10456043626406,9.92317753887748e-09,8.5646591057105e-08,9.90582552833994
"Pdgfd",2.13468875585088,0.390093577151176,8.16465109149369,3.13264354172149e-10,3.86050931365935e-09,13.2542185320051
"Cpne9",2.13790633873945,-5.1069534022711,3.98228478650459,0.000263493708096171,0.000597247787182235,0.255567033080819
"Adam19",2.13885859015716,0.873876461781907,8.32118185053878,1.896594467975e-10,2.46374027132808e-09,13.7477012193459
"Angpt1",2.13900938048971,0.558569067311384,8.86425351567566,3.39303348975422e-11,5.31924831996802e-10,15.4470493369851
"Tead2",2.13928848184281,0.428049261534806,6.94052701681733,1.70585389335438e-08,1.39064994199173e-07,9.40692070916007
"Pcdhgc5",2.13966676996551,-4.48153178356309,3.24416335631188,0.0023038708172096,0.00447034929328338,-1.75027916457485
"Nudt17",2.13968950500093,-2.82277399376092,4.40440838547054,7.09482639332488e-05,0.000175820918103214,1.49588947536549
"Nt5c3b",2.14063078655296,1.50022617477094,10.6190691724908,1.65943325795656e-13,4.72217382657452e-12,20.6597759591291
"Nrip2",2.14075498097954,-1.27436584415921,5.05414113369509,8.78989057982162e-06,2.43800235501014e-05,3.43903886898715
"Anxa13",2.14090789750088,1.50321314851425,5.9694182814407,4.28905202178016e-07,1.37819762294891e-06,6.16852050421843
"Iglc1",2.14166044022043,-1.57184261773398,3.75736533884763,0.00052002027572213,0.0011239442239392,-0.403419320608082
"Stard6",2.14178994825308,-2.3344451129647,3.76732818322439,0.000504756415702889,0.00109342050121318,-0.375660488514188
"Tacstd2",2.14255664204344,-3.52435256031208,3.38508338831195,0.00154571513820164,0.00309346332532779,-1.37403860825743
"Hpgds",2.1429212780589,0.291370802256843,6.92520821530115,1.79450916004887e-08,1.45604041540101e-07,9.33435308790387
"Hpca",2.14303208407141,-2.09763380393399,4.22920474990897,0.000122941191543395,0.00029245170145788,0.968279131681543
"Panx2",2.14366996670971,-3.40234263356249,3.75537630235268,0.000523120521531031,0.00113026716759465,-0.365589454928762
"Pik3cg",2.14576390196391,0.115390898705543,8.55484984314502,9.00923151259154e-11,1.26036663891944e-09,14.4954371577789
"4930509E16Rik",2.14697325263292,-2.44365636921771,3.3852565558588,0.00154494990986121,0.0030921711017007,-1.40230349912442
"Vash2",2.14818987184827,-3.2278584343041,3.58454564889498,0.000867434548245322,0.0018074697486275,-0.834797879259663
"Gm7697",2.14932107240338,-4.78583058304563,3.48796922190102,0.00114946715795376,0.00234915595913643,-1.09445674594844
"Lamb1",2.14947258252604,3.81929867686901,11.9035852170234,4.33527909487701e-15,2.03522076855143e-13,24.1192131072482
"Sccpdh",2.1494886515875,1.48941746640727,12.9142172829845,2.85802421235866e-16,2.04222409671496e-14,26.9252739891778
"D6Ertd527e",2.15207222199433,-4.76519105294537,3.13163621938886,0.00315034521327477,0.00596209976820153,-2.03640969851598
"Cd300ld2",2.15244130709263,-2.4692993249905,4.00396283920462,0.000246592867570637,0.000561299532645199,0.271747780618442
"Gnb5",2.1534453557284,-0.151922065921178,5.92726751997622,4.93377557549944e-07,1.57499657918603e-06,6.18430116570352
"Adcy7",2.15506621357226,2.346671416963,11.9106822485017,4.25136208551129e-15,2.00259591427527e-13,24.2434055935096
"Wnt7a",2.15521259279287,-4.33107108925564,4.04860955579614,0.000215036914898112,0.000493949016754236,0.434792832816987
"Map9",2.15525681411952,-0.203189892562321,8.2281106746006,2.55521637938224e-10,3.22418449197465e-09,13.4732517964727
"Ffar4",2.15549700612828,-2.21852546954257,5.54204907512599,1.76902649689557e-06,5.32643561811171e-06,4.97768307045493
"Elf4",2.15552893287655,1.4176148769794,11.3565686954037,1.99426517228074e-14,7.4517686329587e-13,22.7399429297266
"Prss35",2.15861835291287,-3.86329252527376,2.99595253882383,0.00456131804767223,0.00839948842736083,-2.36413185143141
"Kcnn4",2.16148168424417,0.467738672952725,5.50735076798899,1.98392993162972e-06,5.93732497060895e-06,4.79449699601565
"Nsl1",2.16156516458697,-1.33877948223687,4.37865089080526,7.69528677404102e-05,0.000189918884633259,1.37978211535159
"Pmepa1",2.16224684823807,3.0129390059611,9.32472320854905,8.09626995065416e-12,1.4831884901811e-10,16.7279339989659
"Raet1d",2.16273136665908,4.24568907862548,7.50431763616615,2.66817924266283e-09,2.62724752455117e-08,10.7652213935134
"Sorl1",2.16299554644461,1.1616193638813,8.43624298298718,1.31362328194769e-10,1.76608593732542e-09,14.0079625131392
"Cyp2a5",2.16321460886724,8.93413860663094,8.01584048945931,5.05908476396248e-10,5.93484560496224e-09,12.3374406258207
"Mansc1",2.16390769561231,0.454137188179015,6.32600832058794,1.31061201677774e-07,9.04525107737185e-07,7.3982410665166
"Dpep2",2.16471785961671,-2.35309003137828,4.5378468458375,4.64751755272864e-05,0.00011780238759082,1.88356554121208
"Cnr1",2.16618261395392,-3.85471847648881,3.64661634654966,0.000722633249714148,0.0015246618491318,-0.685324225974458
"Trem1",2.16735689626471,-4.15878513877989,2.88974173993093,0.00605893062993519,0.0109308382343795,-2.6236719095154
"Olfml2a",2.16827423983503,-2.01402431213516,6.31337764012083,1.36682621773508e-07,9.40561153874788e-07,7.42354134957599
"Ptrh1",2.1685192817075,-0.214102670578608,5.48375645273287,2.14469037292423e-06,6.38397075678147e-06,4.71764013296513
"Spatc1",2.16866642299033,-4.56710659987783,3.09197430216209,0.00351321081903025,0.00659910131841228,-2.1203736285753
"Mcub",2.16904897979169,-1.79500536308417,4.10962669289371,0.000178185281147107,0.000414153892302292,0.598109115078211
"4632428C04Rik",2.16913944655065,-0.627174185374624,10.7919240059187,1.00355191035288e-13,3.05398556059975e-12,20.9715001898361
"Pcdhb22",2.16917414464126,-2.05714263156655,4.21185312999538,0.000129771214915917,0.000307906073769036,0.889461384144676
"B3gnt9",2.16927949894695,-0.208205114800006,7.61972432637453,1.83002796503942e-09,1.88145204179947e-08,11.5726002292155
"Adamts15",2.16940131970279,1.00436380829772,7.3447384617168,4.50159297864508e-09,4.21435778424222e-08,10.6291591638388
"Ampd3",2.17003494732424,0.706152109744109,8.86222434829982,3.41471364234195e-11,5.34675531395031e-10,15.4186624370809
"Adora3",2.17081072684627,-3.89274730381012,3.5420377647314,0.000982257100499818,0.00203069408716662,-0.97023337578722
"AI314278",2.1708515799931,-3.74446829830392,3.22631271311341,0.00242196899643231,0.00468299237783784,-1.78054766217546
"Igkj1",2.17162775880224,-3.7544350161836,3.8860554274319,0.000353085146708833,0.000785926640557386,0.000748023264493192
"Olfr1442",2.17231699309396,-4.54569340107252,4.26249841923751,0.000110804446492033,0.000266175577396862,1.08351718780014
"Mak",2.17322151786524,-3.71367920073787,3.39313083747435,0.00151053258095262,0.00303008501523857,-1.34718360481368
"Mtfr2",2.17336476368992,-1.84820020229509,5.46944903861113,2.24841191023451e-06,6.67121712342694e-06,4.74030352778493
"Ptgir",2.17343070912553,-1.1970642950173,5.84340368004583,6.51815051453814e-07,2.05967504714828e-06,5.92568263284949
"Jag2",2.17543911577315,-1.22224111470304,5.90508316275173,5.31105817063496e-07,1.69001281461206e-06,6.12092805288736
"Gfra2",2.1774412254557,-0.110792698194255,6.05141389802234,3.26594180828845e-07,1.26722812810372e-06,6.55037698195843
"Tbx4",2.17757490867633,-3.68641242847975,3.23511151243952,0.0023630574940027,0.00457661037716141,-1.76497380785388
"Mcemp1",2.17774520631264,-2.34226512965466,3.97203950588252,0.000271867358493956,0.00061507150949205,0.216073283991936
"Prkg1",2.17818477648183,0.264750223579338,6.75581503954172,3.14458277812739e-08,2.42881226401377e-07,8.77561064058551
"Dmrta2",2.17879109019481,-3.74210524258699,3.5638049271712,0.000921750235187998,0.00191202191929494,-0.893017463808544
"Stc1",2.1800778185678,-3.12103034302574,3.84605958971763,0.000398445058441811,0.000876037256839296,-0.11183471230433
"Matn4",2.18106822354052,-3.77172447715937,3.16513492487993,0.00287171834690339,0.00548090743594407,-1.95082026422408
"Parp8",2.18127382113206,0.893135779823837,9.71053463330065,2.48564173176113e-12,5.26154620912153e-11,18.0013287823287
"Tuba3a",2.18145426156403,-4.20732896847561,3.84613148524989,0.000398358672822527,0.000875921777448172,-0.129897499487583
"Lrrn1",2.18166997227599,-1.94575785830767,5.80347998835939,7.44161845856345e-07,2.33749052419746e-06,5.80669947340675
"4930550C14Rik",2.18300252162914,-3.43988718997049,4.27343104948891,0.000107080463133624,0.000257564658720239,1.11231067667404
"Serpinh1",2.18326934547777,4.2714458735964,10.1606192421413,6.41771099272819e-13,1.56462705229877e-11,19.0737670603561
"Cygb",2.18472405711618,4.37963233715173,11.6030285471673,9.97927333413575e-15,4.15674498122527e-13,23.2844805743017
"Itpripl2",2.18540780707038,3.23641752634073,14.6067057184172,3.97620259592094e-18,5.77822654767904e-16,31.1466421000396
"Nlgn3",2.18560198659744,-3.09965629611536,4.10758001534831,0.000179315176917262,0.000416705208994593,0.611160918613671
"Pak1",2.18569614388236,2.00766571251563,11.2423198103298,2.75629441539329e-14,9.92995371072121e-13,22.4207829045956
"Lama5",2.18647054908343,3.17953144252746,11.7770470284332,6.14955556146568e-15,2.77126400188907e-13,23.843853236516
"Flt3",2.18867129890002,-0.563233176313549,7.27311143868956,5.69606290250458e-09,5.20084924458475e-08,10.4741589177077
"Mtus2",2.1887109842045,0.402097198903634,6.63911850509517,4.63096887793531e-08,3.47416682034666e-07,8.41430858069683
"Gm19705",2.19016024619557,-0.591427442812167,5.37252822024183,3.09494074006993e-06,9.02659061037197e-06,4.43172841927619
"Cbx6",2.19153856283772,3.70525651506489,9.07962185068513,1.7305151443787e-11,2.91807270141094e-10,15.8829070010442
"AI467606",2.19199749160942,-0.750338008257998,5.06120512144551,8.58965197999228e-06,2.38527673393946e-05,3.45583246036982
"Tdrd9",2.19200215274895,-5.23074341328219,4.79144413547882,2.06146494177144e-05,5.46968034145059e-05,2.65051636898967
"Gm16364",2.19222282432732,-4.90034021532859,4.54454178599477,4.54950053322562e-05,0.000115431025299605,1.90034909288806
"Pcdhb16",2.19238049618229,-1.90525014788813,5.54697514245811,1.74045487201553e-06,5.24468152078585e-06,4.9856996039163
"Pcdhga5",2.19243568556876,-3.16190479295639,3.6013588640113,0.000825672130373113,0.00172503521495528,-0.833115919422488
"Gm21119",2.19371195902484,-3.49209596554383,4.01625133722809,0.000237484881686246,0.000541521635629242,0.329774628649987
"Lrrc49",2.19411527864433,-1.00567931842773,6.44436450812232,8.84299903221094e-08,6.29276082437965e-07,7.84111438897269
"Gpr31b",2.1945975537052,-4.69562272753509,3.37325435675224,0.00159885172814863,0.00319264301775673,-1.41193409215013
"Ciita",2.19483166646828,0.581169634869759,8.27237849282348,2.21721435939589e-10,2.83083335806977e-09,13.5936355290743
"Pdgfb",2.19501666110315,1.4278853094618,9.01722815845511,2.10207402929283e-11,3.46829018482445e-10,15.9011136553414
"C2cd4c",2.19520531261251,-1.74134098142535,5.8413265131802,6.56324826059581e-07,2.07367219685882e-06,5.9264991782687
"A1bg",2.19753412240497,-2.6778325987489,3.52300125395824,0.0010382785140901,0.00213830814681279,-1.05644305598767
"Eya4",2.19819623881623,-2.68393840979527,4.7586750884378,2.29115988024011e-05,6.04440924244476e-05,2.53436637817729
"Oscp1",2.1982459262094,-1.59043860737853,4.85240171786372,1.69294495081072e-05,4.54079293266497e-05,2.81863582591862
"Dnah7b",2.20002177194972,-1.99684096214292,4.82693422308477,1.83825936304351e-05,4.91069451036315e-05,2.74063645109435
"Slc25a43",2.20043452820147,-4.23891568611762,3.63331743479077,0.00075155353000237,0.00157975257277517,-0.734726945443274
"Runx1t1",2.20290655247552,-1.30289157371088,5.76131569986077,8.55879554179421e-07,2.6679966772667e-06,5.66679703428303
"Gxylt2",2.20348224814832,-4.30733145136047,3.36944293335695,0.00161634054015285,0.00322557327203625,-1.41411328629889
