"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Sardh",-1.54480101010161,9.0983131511095,-7.2830435123601,5.51306710407352e-09,5.06063748341378e-08,9.93833588398327
"ND3",-1.54444604790047,9.28757032085606,-9.32894043688974,7.99164719809462e-12,1.470269829823e-10,16.4816350190871
"Gstp-ps",-1.54444298519244,10.3338121277336,-5.87591336997508,5.85127736530761e-07,1.85484058343642e-06,5.31571553875744
"4930455C13Rik",-1.54390874621223,-4.83079004806379,-2.65277177252079,0.0111952663097441,0.0191881760955573,-3.20285845016455
"Cecr2",-1.54267998570099,3.36810836881512,-9.03854250495349,1.96683963912894e-11,3.26758130670189e-10,15.6018073438167
"Fndc4",-1.54180850290871,4.61589026768162,-13.8341281523899,2.68368865850129e-17,2.72231272664521e-15,29.1550429038034
"Gm10658",-1.54121751642409,1.70545079380253,-7.64401650209532,1.69062180261265e-09,1.75346087282203e-08,11.4464667781058
"Gstp2",-1.53987297466076,10.4640664334098,-5.96702564583328,4.32328670142638e-07,1.38885316822896e-06,5.6216769721961
"Naprt",-1.53964844708349,6.39072677653319,-11.9292271229426,4.03979425368154e-15,1.91037217477112e-13,24.0678181277638
"Hspb6",-1.53915764718431,3.37918863914285,-7.4177522966255,3.54271663732277e-09,3.40247496591666e-08,10.47828550017
"Ttc6",-1.53882608759653,-1.56238073916318,-4.97251952635305,1.14664881370658e-05,3.13667141118317e-05,3.18102998902208
"Fpr3",-1.53872302177897,-5.22995791188173,-2.68810370277768,0.0102341120928682,0.0177406364767607,-3.18733011370937
"A630023P12Rik",-1.53838675594135,-4.70967541697423,-2.30712662480704,0.0260113038516788,0.0410440063887864,-3.97417648350372
"Porcn",-1.53480326388019,0.842994923202808,-8.79323767848128,4.24148162065821e-11,6.49197663204533e-10,15.2140941854741
"Elovl2",-1.534752516991,8.66382887498219,-8.83039529039907,3.77372382341443e-11,5.84520443953659e-10,14.9246985343024
"Pclo",-1.53276149243647,0.129705194548584,-6.13137976295091,2.50349091532879e-07,1.26722812810372e-06,6.6527815837807
"5031426D15Rik",-1.53223941011143,-3.8132752483399,-2.82876332738107,0.00711460299538481,0.0126788450349031,-2.84045783300664
"Ttc36",-1.53045439696543,8.22152810400713,-7.36649298273843,4.19134571613563e-09,3.94819882153242e-08,10.1562760447748
"Kalrn",-1.53040002340393,4.09376106429998,-8.17477423617738,3.03238530863282e-10,3.75844325723073e-09,12.7963201893557
"Socs2",-1.53008451169446,3.86732678923017,-3.28498281780668,0.00205400615935207,0.00402354996773647,-2.64896553253273
"Farp2",-1.5298449744187,2.85620633808481,-7.31839655510854,4.90837265170798e-09,4.55234404380532e-08,10.0759329642338
"A430072P03Rik",-1.52950695079877,-5.64100735329876,-3.72025451945614,0.000580891760521104,0.00124644771210281,-0.544517589381463
"Pard3b",-1.52919119203596,2.00426424774802,-10.0840116662552,8.0664537323812e-13,1.91954883804512e-11,18.9750364666894
"Bnip3",-1.52547557424,6.95783576375214,-9.22212136197008,1.11173252863068e-11,1.97643885347697e-10,16.095876086792
"1600014C10Rik",-1.52493586878219,6.67626939790962,-15.8778959017628,1.98565894476401e-19,4.62730089407304e-17,34.0577062329591
"Serpina3m",-1.52401516997194,9.56947211894038,-8.04001253237789,4.6794690205896e-10,5.5321675116815e-09,12.4350855183838
"Arl15",-1.52339568529954,2.60837939186777,-11.7598517550406,6.44977153567531e-15,2.87153597785393e-13,23.771357913754
"Tff1",-1.52233945133878,-0.620644956836545,-3.39242829372742,0.00151357333700422,0.00303547537161221,-1.42950524865738
"Vkorc1",-1.52152037281641,6.55145856602265,-9.21152539786767,1.14882498158274e-11,2.03678243993152e-10,16.0575238028514
"C4a",-1.52117481929998,8.54942887747253,-11.2906195161528,2.40336845509406e-14,8.8348730657183e-13,22.3246237319333
"Cyp2r1",-1.52094626529721,3.1925122851228,-10.4083492733981,3.07962577264341e-13,8.0808020771348e-12,19.8310889726014
"Amigo2",-1.52046441339356,2.08547342456266,-7.7151683932605,1.3408385505444e-09,1.43083625358631e-08,11.6208274402606
"Slc16a10",-1.51883386358405,5.94721174152479,-14.0127530475538,1.71527950345955e-17,1.90425471742438e-15,29.5714806617577
"Abca2",-1.51807097527924,5.21293498695073,-10.9417427159302,6.51013249864348e-14,2.09449747938322e-12,21.2667510059272
"Zyg11a",-1.51746738627457,0.704595007563104,-5.35498985241598,3.27892097011516e-06,9.53415565804506e-06,3.90498475820202
"Apoa1",-1.51713707544825,12.8045904080244,-12.1855348000468,2.00409219787477e-15,1.07328887955335e-13,24.9028749626263
"F9",-1.51655631240449,6.79176195905502,-10.8519566898707,8.43482334348663e-14,2.63506733606242e-12,21.018128463525
"Tfr2",-1.51597715174692,8.03884162991471,-15.6057189169794,3.71743047866264e-19,8.01323118263054e-17,33.4472274077567
"Acsm1",-1.51597172971142,7.8303232604844,-13.1158209068396,1.68697257976782e-16,1.28655913546164e-14,27.2892579842794
"Gm4952",-1.51531844381624,5.52328377876871,-6.20954070301482,1.93050155972636e-07,1.26722812810372e-06,6.30747350195522
"Cyp4f13",-1.51500582827378,5.66310451070528,-19.2614690110744,1.48790514322113e-22,1.67337575390005e-19,41.273922360544
"Mrnip",-1.51480571553791,2.54424948987701,-5.77210309265559,8.25798887771966e-07,2.5801352615047e-06,5.28448231882173
"Them7",-1.51346922485398,3.35981562979114,-7.52637001991874,2.48249802749113e-09,2.46600524105657e-08,10.8461318353976
"Actl9",-1.51325859217048,-4.78260307102839,-2.33085278956845,0.0246007742433893,0.0390107644753429,-3.92599415247816
"Cyp2d12",-1.5120754838761,7.47518290468848,-7.90151169956187,7.32177083228386e-10,8.28850092423136e-09,11.9059763638008
"Meig1",-1.51044450866071,-3.41900410396206,-2.99911051492968,0.0045226159066834,0.00833355931458751,-2.36722293399014
"Khk",-1.50898938084516,8.28967254396176,-7.55006155796391,2.29748342467513e-09,2.30523676284219e-08,10.768501605695
"Lmf1",-1.50860430399105,4.84640289863648,-14.9966373145228,1.55632305265123e-18,2.64851371071904e-16,32.0014511954729
"Rdh19",-1.50840664488856,5.97357980462506,-8.34561160971219,1.75411759921783e-10,2.29973441150368e-09,13.317180340613
"Plbd1",-1.50806430691294,3.93424760301692,-14.0747355798755,1.46979915079623e-17,1.66023120670943e-15,29.7506027765655
"Cyp4v3",-1.50710700574165,7.92424858251886,-9.3200459781182,8.21392800978269e-12,1.50155247935723e-10,16.4405536457387
"Agxt2",-1.50662381405287,6.21607495731368,-10.5742590539515,1.89171790492981e-13,5.30152405707684e-12,20.1924469006478
"Gch1",-1.50617693941435,6.63797671285465,-11.3074630251647,2.29139531647033e-14,8.51602336941638e-13,22.3217904727812
"Hyal1",-1.50238319168643,3.89817856511137,-7.10610570342207,9.87272929799335e-09,8.52396157380487e-08,9.30680839904108
"Slc25a21",-1.50135752235178,2.88481870620801,-7.27121207122956,5.73174823281225e-09,5.23158544594758e-08,10.1142460210148
"Smarca2",-1.50110435361121,6.1091477312439,-10.5538416485031,2.00825248845655e-13,5.58574915257049e-12,20.1339773208527
"Tlr7",1.50072640482309,0.32413499019049,6.31035795784594,1.38061918998647e-07,9.49547370044668e-07,7.23261885828042
"Riiad1",1.50085186426463,-4.56819819842738,2.55261247389817,0.0143886007832177,0.024047938002164,-3.44824640049127
"Nin",1.50173183732954,1.7934703782604,8.44490729639583,1.27786305166228e-10,1.72707597839489e-09,13.9563319477399
"Smok3b",1.50186671319238,-4.81836383682297,2.92185685986458,0.0055635407280471,0.0101083169215702,-2.57901015481256
"Armc7",1.50323775738693,1.12538147251789,9.41352291701763,6.15945595699509e-12,1.17013182996283e-10,17.0868360204083
"Plxna4",1.50391461439635,1.89926522486299,5.26498136142527,4.40816445965185e-06,1.26470707717185e-05,3.67358951588418
"Faiml",1.50458363353614,-2.66647897187512,3.38854472755414,0.00153048782895859,0.00306678508572871,-1.35018245969974
"Mcm6",1.50487901407225,3.00441745004263,4.12074973527368,0.000172164789737731,0.000400844879941124,-0.137010734162568
"Dsc3",1.50493364262702,-5.4656456997549,3.93684314457296,0.000302646804013225,0.000679858000817203,0.101693074231237
"Igkv6-23",1.50606908536095,-3.34606307567694,2.48524494464187,0.016983250354936,0.0280330379000146,-3.51839909587573
"Tafa3",1.50673064766226,-3.19357329019232,2.32167976452358,0.0251377706624182,0.0397723844715133,-3.85800170203052
"Stk39",1.50687820124527,1.60547658678012,7.9037878275335,7.26799861247755e-10,8.23483662325698e-09,12.3480365189977
"Tigit",1.50709357834727,-4.23849029639275,2.50060658427385,0.0163567105471398,0.0270696757340285,-3.52961190775444
"Rims2",1.50709455732412,-1.06989604044623,3.444435663642,0.00130356393241309,0.00264112855328028,-1.26157934939404
"Cep170",1.50726787458004,2.939201293333,10.7736202834678,1.05825140435681e-13,3.18299872982529e-12,20.870542088079
"Igkv1-135",1.50743740054847,-3.55197741992785,2.9763149449084,0.00480904077167341,0.00881487086457455,-2.41431199703824
"Map4k4",1.5078905783876,4.44956462874957,8.06633640637134,4.2986587296961e-10,5.13595405824707e-09,12.4684611652358
"Cd22",1.5099340364223,1.0500561766476,6.1962280417913,2.01788411584179e-07,1.26722812810372e-06,6.88111670949015
"Tmem229b",1.51029227395986,1.09556955331328,7.81466932571572,9.70303236889461e-10,1.06712728863179e-08,12.1031186802584
"Stap1",1.51046946180605,0.283319316621966,4.47367314920072,5.69859282085154e-05,0.000142848629224699,1.521593505596
"Pea15a",1.51134929977435,4.49490001834414,10.1559653822157,6.50733879942316e-13,1.58200500681089e-11,18.9995860151817
"Mapkapk3",1.51155732991928,2.40696765235947,7.82088541260591,9.50920799120026e-10,1.04982792619879e-08,11.884008496022
"Scarf2",1.51180493093709,2.94854076054883,7.32892847165505,4.7414749036646e-09,4.41655496338107e-08,10.3188798179166
"Plac8",1.51249436713417,2.68380326611414,6.83010231054572,2.45844178438338e-08,1.93997906152059e-07,8.7071643024889
"Lix1",1.51312726679797,-2.31557060279194,3.72107462029017,0.000579475234016489,0.00124371771310193,-0.498310965686449
"Samsn1",1.51459884955402,-1.15043836763617,3.22547388718638,0.00242765737017558,0.00469258804321714,-1.87033145931931
"Lcn8",1.5148832498102,-1.70908587645486,2.68981331958812,0.0101895922364836,0.0176717520872357,-3.1167910046734
"Agfg1",1.51531613070654,3.6443156100814,9.16507683089508,1.32679770424792e-11,2.32050549126308e-10,15.9614813035204
"Arsi",1.51673591449334,-4.30430085681401,2.244704643906,0.0300740568859073,0.0468432365549325,-4.07064303830005
"P3h4",1.51687551553487,0.257109330258342,5.78065835014102,8.02693483451873e-07,2.5118887414045e-06,5.65210074372427
"Taf1c",1.5170928241707,0.846312997142809,9.38849097015737,6.65231432208049e-12,1.24782751681839e-10,16.9972227051057
"Mef2c",1.51791341094047,1.68370689108821,6.13342096512042,2.48655686013065e-07,1.26722812810372e-06,6.57376741017316
"Lyve1",1.51851273747582,2.34261738748782,6.33546170727607,1.27005778021181e-07,8.79822833442393e-07,7.0631599190475
"Igkv4-53",1.51908944306567,-4.40306274270481,2.32405843183166,0.0249975215330944,0.0395650057820811,-3.9016013501242
"Fam205a2",1.51971292969523,-1.3740115699692,4.73287546339778,2.4895779533158e-05,6.52395025006785e-05,2.46554274827494
"Ccdc88c",1.52115227093618,0.96800740506716,6.68103492548023,4.02963617248017e-08,3.05942468076151e-07,8.4009950752518
