Approved symbol,DMSO_1,DMSO_2,DMSO_3,MG132_1,MG132_2,MG132_3,BRD1732_1,BRD1732_2,BRD1732_3,BRD1732_1um
MAK,9.86885,11.3108,10.0232,9.28584,8.87946,9.96763,9.39163,10.3229,11.5313,9.41834
IPPK,4.06033,4.49262,4.84547,13.0769,12.4211,12.3343,13.9507,14.384,13.6773,6.75747
SDC4,12.9128,14.7721,13.4014,7.16569,8.17234,7.54816,7.35255,9.14486,8.91705,10.6131
PTGR3,12.6908,13.3006,13.0165,7.81373,7.35277,7.55088,7.7356,8.81677,8.67427,13.0482
C18orf21,10.0517,10.2542,10.3238,9.12384,9.05168,9.56943,9.19241,10.3799,11.2287,10.8243
TNKS,3.50873,3.79808,3.84724,12.8019,13.1097,13.97,14.984,13.8605,15.4286,4.69121
AKAP5,10.8139,11.4468,10.95,8.90659,9.636,7.47558,8.02742,10.1127,10.738,11.8931
COMMD1,10.1168,12.0556,11.5709,8.22076,9.48109,9.42473,8.39817,11.3375,10.3723,9.02215
MRPS10,10.2006,10.7228,11.1762,8.03026,9.625,9.35179,7.36297,11.5408,11.0668,10.9228
GATAD1,8.41068,8.48585,7.7794,10.5268,10.2218,9.93933,11.5899,10.3805,12.083,10.5827
PROCR,12.6727,9.56896,10.1386,8.90092,8.22708,7.78068,10.3093,8.16857,9.15657,15.0766
GLIPR2,9.6976,9.02741,9.52586,9.7715,10.4383,9.11609,10.5269,9.87016,12.1309,9.89525
MRPL33,10.3615,10.1868,9.72909,9.57539,9.04076,9.24461,10.3934,9.75275,10.7531,10.9626
ARMC10,8.55351,8.33574,8.94578,8.70721,11.2781,10.6621,10.8449,11.4422,11.6966,9.53379
MCM5,10.3663,10.1663,10.4694,9.28577,9.42214,9.37757,10.5838,10.1461,10.4082,9.77449
CD99L2,15.4346,12.3535,12.215,8.0351,8.12016,6.69061,8.1326,8.53007,8.66341,11.825
ATAD3A,9.90206,9.01354,9.98773,9.32405,9.88426,9.51808,10.4053,10.8912,10.537,10.5368
PXK,9.8562,9.87094,9.77861,9.5856,9.42272,9.67026,9.80381,11.2182,10.7583,10.0353
DHX35,10.603,10.4438,10.662,8.8057,9.05594,8.94933,9.35583,10.006,10.3441,11.7742
ATP2C2,8.40603,9.52812,9.20815,10.1689,9.4349,10.5691,10.9743,10.587,11.8694,9.25408
DDX51,11.1368,11.4202,11.0789,8.44091,8.4579,8.55374,9.25208,9.36957,9.57514,12.7148
EIF2A,11.2368,11.0245,11.2561,9.20464,8.62812,9.00202,10.3081,10.051,9.3688,9.91993
NEMP1,8.27458,7.46142,8.61359,10.2746,10.3057,10.1288,11.1605,11.0187,11.8374,10.9246
MRPL39,9.81071,10.6338,10.2343,9.07756,9.10186,9.43615,9.45926,10.3228,10.8059,11.1176
ACSL3,9.82387,8.76345,9.26564,10.0804,9.74989,9.58349,11.1666,10.4844,10.9282,10.1541
ZNF888,7.42113,6.07354,6.50542,11.626,11.6,10.6246,13.3836,12.7086,11.3956,8.66148
ACAD8,9.60817,9.91527,10.1758,8.88317,9.66891,9.69467,9.6691,10.0144,11.5945,10.776
DHX29,11.2354,10.6963,11.1671,8.74063,9.18975,9.0017,9.84411,9.82763,10.1409,10.1565
PI4KA,12.1339,12.5295,11.7756,8.1781,8.35919,8.17464,8.81012,9.19582,9.34789,11.4953
NUP43,9.58795,9.47759,9.87016,9.79601,9.60852,9.38488,11.2698,10.4563,10.1387,10.4102
MALSU1,12.1843,14.3754,13.5216,7.57906,7.80207,7.2828,8.28062,7.40164,9.40183,12.1707
MICOS13,11.5705,9.12212,9.15234,10.0656,9.18439,8.76232,11.5892,9.5521,9.85697,11.1445
TIMELESS,10.1387,10.921,10.3939,8.9472,8.99198,9.15963,9.69587,10.083,10.2071,11.4616
NUP58,9.33462,9.40042,9.70778,9.62389,9.66184,10.0652,10.4102,11.412,10.6544,9.72959
CACNG6,9.9125,10.2519,11.2822,9.53554,9.76771,8.76656,9.77971,10.1776,11.0977,9.42865
MRPS24,10.0235,12.6558,10.8171,7.42431,9.30175,9.07786,7.39974,9.74881,11.3909,12.1603
ITPR1,9.85529,10.4454,10.0964,9.06094,9.41569,9.54363,9.65387,10.3007,11.0326,10.5956
KHDRBS3,9.39518,9.42109,9.45451,9.72602,9.2677,9.99204,10.1655,11.1374,10.7493,10.6912
FANCL,9.64899,9.20285,9.97252,9.85795,9.14275,9.82499,10.5496,10.5878,10.7369,10.4757
GALNS,9.8991,11.1722,10.7075,8.51982,9.51939,9.15425,9.62592,9.89507,10.5476,10.9591
FAM177A1,8.00089,7.5982,8.04713,10.581,10.4236,10.474,12.9964,10.5118,11.2956,10.0714
RMND1,9.27995,9.33907,9.6703,9.76177,10.2177,9.58124,10.5168,10.9653,11.2005,9.46737
EBF2,11.5302,12.2106,11.2254,8.55597,8.27034,8.62585,8.37248,10.2446,9.52198,11.4426
ABCF1,10.0952,9.82175,9.58584,9.76816,9.66776,9.53228,11.5483,10.1545,10.3231,9.5031
RAB21,8.60309,7.84512,8.29502,11.0611,10.2825,9.98921,13,10.8547,10.7836,9.28559
KAT5,7.44838,6.50733,7.45721,11.4341,9.31743,12.1234,11.8819,12.2735,12.1867,9.37007
FGFR1,11.3732,11.2023,11.8862,8.70416,9.1774,8.7513,9.68977,9.29228,10.4587,9.46469
MRPL14,10.3958,10.649,10.1708,9.21014,9.00901,9.18332,10.073,9.67983,10.5347,11.0944
PIK3CB,10.5214,11.5132,10.6258,8.84987,8.83177,9.39569,9.39043,10.3964,10.1409,10.3346
SPC24,13.883,15.0841,13.8337,7.69346,6.83857,7.58396,8.33864,8.56462,7.54081,10.6392
SLC12A2,10.5302,10.8656,10.3299,9.38428,8.97251,9.17163,10.2213,9.84401,10.3578,10.3228
TMTC3,8.39175,9.27494,8.60743,10.0531,9.81769,10.2957,10.6608,11.1094,11.5591,10.2301
ETFDH,9.78925,9.76996,10.0366,9.44273,9.96656,9.24877,10.9447,9.82596,10.8908,10.0846
DBT,9.64228,9.88834,9.44409,9.6104,9.43558,9.86165,10.5794,10.9631,10.3928,10.1823
DHX36,10.7348,10.6106,10.2341,9.16889,9.044,8.93554,10.0689,10.0301,9.88891,11.2841
HADH,10.0025,9.95822,10.3389,9.04876,9.72941,9.517,9.67481,10.3188,11.2581,10.1534
CISD2,8.73407,7.88477,9.23062,9.78393,10.7897,10.1203,11.2302,10.8321,11.8363,9.55803
RPS25,10.5931,11.3722,11.0596,9.12151,9.18811,9.40062,10.0052,10.1101,10.486,8.66362
DHX15,10.4899,9.86857,9.85721,9.43241,9.31291,9.26921,9.87936,10.6708,10.3864,10.8333
RBM33,8.71974,8.33529,8.79782,10.2595,10.0014,10.2332,11.4762,11.2629,10.9343,9.97966
SLC35A2,6.80201,7.21382,8.18724,10.0138,11.847,11.1517,11.4757,12.3094,12.6666,8.3326
ASB6,8.56242,8.74545,8.3234,9.98756,10.4631,10.4888,11.6131,10.9526,11.5905,9.27309
STIM1,10.2225,11.717,10.3904,8.89796,9.13929,9.10503,9.66362,9.41757,10.8821,10.5646
NDUFB1,12.1568,11.1964,12.9919,8.07299,9.44453,8.15689,9.05698,9.19859,10.0848,9.64012
IFT43,9.06478,7.12858,9.74824,10.8431,9.33515,10.731,11.8802,13.0715,9.16558,9.03185
CACNA2D1,9.58475,10.0775,9.95075,9.53977,9.71508,9.16781,10.2791,10.2367,10.8559,10.5926
MCCC2,11.4425,11.583,11.4769,8.4071,8.81099,8.48581,9.03067,9.22236,10.1159,11.4248
GOT2,8.5516,10.5308,9.4045,9.49544,9.90642,9.86735,10.3473,10.6636,11.2888,9.94424
MRPL9,10.2567,10.541,10.7725,9.16331,9.15065,9.12349,9.82717,10.1455,10.3053,10.7144
ERP29,9.97142,9.8376,10.3028,9.36105,9.82477,9.09878,10.5963,10.0471,10.5688,10.3914
NES,9.53714,7.66349,9.75213,9.57924,9.67281,9.80312,10.7393,10.3317,10.9913,11.9298
MED24,9.42357,9.96884,9.58172,9.1726,9.53293,9.57166,9.83728,10.2071,11.1583,11.546
COL14A1,9.55796,9.27182,8.99702,9.50863,9.55866,9.41353,9.75308,10.9977,10.6698,12.2718
TRMT44,11.052,13.2295,13.4818,8.34755,7.43204,8.22716,7.73823,8.88378,9.86179,11.7461
GCC2,9.60623,9.56166,9.81367,9.64238,9.56198,9.77123,10.4663,10.3311,11.1648,10.0806
IFRD1,4.10121,4.26925,4.36629,12.5651,12.8681,13.458,14.8746,14.3025,13.7181,5.4768
PPIL3,9.06439,8.89837,8.96237,9.95257,10.0096,9.86845,11.1199,10.6567,11.123,10.3447
PUS7L,10.3581,11.1088,10.46,8.90671,9.3736,9.28913,10.1307,9.73681,10.537,10.0992
ATP5F1B,9.74415,10.109,9.68981,9.42104,9.69012,9.3617,10.207,10.0543,11.1381,10.5848
RBPMS2,12.8454,12.1932,13.2705,7.06553,6.95657,7.10266,7.49981,8.03319,7.7625,17.2706
SNRPB,8.70262,8.00208,8.60894,10.6227,9.79637,10.4405,11.1898,11.3107,11.5266,9.7997
ATP2A2,9.99997,9.97136,10.1353,9.62893,9.47195,9.27274,10.3053,10.267,10.7065,10.241
GOLT1B,8.76601,8.84125,8.96914,9.96217,10.5584,10.2969,10.6109,10.7186,12.6387,8.63791
TOMM6,11.4084,7.93599,9.53459,11.4344,9.09005,8.76035,7.42721,12.4253,12.4234,9.56034
